question,answers,correct_answers
"**Проаналізуйте фрагмент історичного документа**


**та виконайте завдання 10–12 до нього.**


«Іменем Української Національної Ради Східної Галичини як легального представництва українського населення Східної Галичини висловлюю проти того рішення Конференції Амбасадорів з 14 березня рішучий протест та заявляю, що українське населення ніколи не погодиться з пануванням Польщі, домагається незалежної Галицької Держави вільних народів та боротиметься за неї далі».*


Хто є автором цитованого документа?","[{'marker': 'А', 'text': 'С. Бандера'}, {'marker': 'Б', 'text': 'А. Волошин'}, {'marker': 'В', 'text': 'Є. Петрушевич'}, {'marker': 'Г', 'text': 'А. Шептицький'}]",['В']
"**Проаналізуйте фрагмент історичного документа**


**та виконайте завдання 10–12 до нього.**


«Іменем Української Національної Ради Східної Галичини як легального представництва українського населення Східної Галичини висловлюю проти того рішення Конференції Амбасадорів з 14 березня рішучий протест та заявляю, що українське населення ніколи не погодиться з пануванням Польщі, домагається незалежної Галицької Держави вільних народів та боротиметься за неї далі».*


Документ створено","[{'marker': 'А', 'text': '1919 р.'}, {'marker': 'Б', 'text': '1921 р.'}, {'marker': 'В', 'text': '1923 р.'}, {'marker': 'Г', 'text': '1925 р.'}]",['В']
У роки радянсько-німецької війни «чорносвитниками» називали,"[{'marker': 'А', 'text': 'учасників збройних формувань українського визвольного руху 1939–1945 рр.'}, {'marker': 'Б', 'text': 'українських селян, яких відправляли на примусові роботи до Німеччини в 1941–1944 рр.'}, {'marker': 'В', 'text': 'мобілізованих на території України польовими військкоматами до лав Червоної армії в 1943–1944 рр.'}, {'marker': 'Г', 'text': 'військовослужбовців-українців, що потрапили до німецького полону в 1941–1942 рр.'}]",['В']
Однією з подій українського визвольного руху 1944–1950-х рр. є,"[{'marker': 'А', 'text': 'виникнення «Поліської Січі».'}, {'marker': 'Б', 'text': 'утворення Української повстанської армії (УПА).'}, {'marker': 'В', 'text': 'сформування й діяльність Української головної визвольної ради (УГВР).'}, {'marker': 'Г', 'text': 'проголошення Акта відновлення Української Держави.'}]",['В']
"**Проаналізуйте фрагмент історичного документа**


**та виконайте завдання 16–18 до нього.**


«Поява шкідливого нарису історії української літератури об’єктивно допомагає найлютішим ворогам українського народу – українсько-німецьким націоналістам. Президія Спілки та її голова т. Рильський не вжили заходів, щоби вчасно перешкодити проникненню в радянську літературу ворожих тенденцій... Журнал “Вітчизна” (ред. Яновський) надає місце статтям і творам, які пройняті буржуазною ідеологією, міщанськими поглядами на життя, аполітичністю...»


У який період радянської історії України оприлюднено цитований документ?","[{'marker': 'А', 'text': 'у роки Другої світової війни'}, {'marker': 'Б', 'text': 'у перші роки повоєнної відбудови'}, {'marker': 'В', 'text': 'у роки «хрущовської» десталінізації'}, {'marker': 'Г', 'text': 'у роки загострення кризи радянської системи'}]",['Б']
"**Проаналізуйте фрагмент історичного документа**


**та виконайте завдання 16–18 до нього.**


«Поява шкідливого нарису історії української літератури об’єктивно допомагає найлютішим ворогам українського народу – українсько-німецьким націоналістам. Президія Спілки та її голова т. Рильський не вжили заходів, щоби вчасно перешкодити проникненню в радянську літературу ворожих тенденцій... Журнал “Вітчизна” (ред. Яновський) надає місце статтям і творам, які пройняті буржуазною ідеологією, міщанськими поглядами на життя, аполітичністю...»


Проявом якої політики партійно-радянського керівництва УРСР є наведений уривок документа?","[{'marker': 'А', 'text': '«коренізації»'}, {'marker': 'Б', 'text': '«ждановщини»'}, {'marker': 'В', 'text': '«лисенківщини»'}, {'marker': 'Г', 'text': '«культурної революції»'}]",['Б']
"**Проаналізуйте фрагмент історичного документа**


**та виконайте завдання 16–18 до нього.**


«Поява шкідливого нарису історії української літератури об’єктивно допомагає найлютішим ворогам українського народу – українсько-німецьким націоналістам. Президія Спілки та її голова т. Рильський не вжили заходів, щоби вчасно перешкодити проникненню в радянську літературу ворожих тенденцій... Журнал “Вітчизна” (ред. Яновський) надає місце статтям і творам, які пройняті буржуазною ідеологією, міщанськими поглядами на життя, аполітичністю...»


«Перешкоджання проникненню в радянську літературу ворожих тенденцій» здійснено для","[{'marker': 'А', 'text': 'знищення української інтелігенції.'}, {'marker': 'Б', 'text': 'приховування провалу заходів відбудови.'}, {'marker': 'В', 'text': 'пришвидшення радянізації Західної України.'}, {'marker': 'Г', 'text': 'посилення державного ідеологічного контролю над духовним життям суспільства.'}]",['Г']
Укажіть один з осередків шістдесятників в Україні.,"[{'marker': 'А', 'text': 'Меджліс кримськотатарського народу в Сімферополі'}, {'marker': 'Б', 'text': 'Українська робітничо-селянська спілка у Львові'}, {'marker': 'В', 'text': 'Організація українських націоналістів у Відні'}, {'marker': 'Г', 'text': 'Клуб творчої молоді «Сучасник» у Києві'}]",['Г']
Яке поняття доцільно використати для характеристики стану економіки УРСР в 1970-ті – на початку 1980-х рр.?,"[{'marker': 'А', 'text': '«відбудова»'}, {'marker': 'Б', 'text': '«лібералізація»'}, {'marker': 'В', 'text': '«застій»'}, {'marker': 'Г', 'text': '«перебудова»'}]",['В']
Протест шахтарів УРСР 1989 р.,"[{'marker': 'А', 'text': 'примусив владу до люстрування.'}, {'marker': 'Б', 'text': 'переріс у загальноукраїнський страйк.'}, {'marker': 'В', 'text': 'став приводом до «революції на граніті».'}, {'marker': 'Г', 'text': 'започаткував відродження дисидентського руху.'}]",['Б']
"Проаналізуйте уривок з історичного джерела:


«О 10.00 відкрито сесію Верховної Ради України, виступив Олександр Турчинов і заявив: “Більшість виконувачів обов’язків міністрів зникли в невідомому напрямку. Також невідомо, де перебуває президент. Тому єдиним легітимним органом у країні є Верховна Рада. Якщо впродовж декількох годин не буде встановлено місцезнаходження президента, парламент має проголосувати за постанову про відновлення конституційного ладу”».*


Коли відбулася подія, про яку йдеться в ньому?","[{'marker': 'А', 'text': '1999 р.'}, {'marker': 'Б', 'text': '2004 р.'}, {'marker': 'В', 'text': '2008 р.'}, {'marker': 'Г', 'text': '2014 р.'}]",['Г']
Після смерті Ярослава Мудрого в Київській державі,"[{'marker': 'А', 'text': 'утворено тріумвірат князів.'}, {'marker': 'Б', 'text': 'започатковано «шлюбну дипломатію».'}, {'marker': 'В', 'text': 'усунуто від влади династію Рюриковичів.'}, {'marker': 'Г', 'text': 'підпорядковано Київського митрополита Константинопольському патріарху.'}]",['А']
У якому князівстві родове боярство наважилося оголосити князем одного з бояр?,"[{'marker': 'А', 'text': 'Галицькому'}, {'marker': 'Б', 'text': 'Волинському'}, {'marker': 'В', 'text': 'Переяславському'}, {'marker': 'Г', 'text': 'Чернігово-Сіверському'}]",['А']
Мешканці міст з Магдебурським правом,"[{'marker': 'А', 'text': 'відробляли панщину й платили оброк.'}, {'marker': 'Б', 'text': 'користувалися перевагами самоврядування.'}, {'marker': 'В', 'text': 'брали участь у виборах короля Речі Посполитої.'}, {'marker': 'Г', 'text': 'мали бути прихожанами лише православної церкви.'}]",['Б']
Затвердження в 70-х рр. XVI ст. урядом Речі Посполитої реєстрового війська стало політичним і правовим актом,"[{'marker': 'А', 'text': 'об’єднання польської шляхти та козацтва.'}, {'marker': 'Б', 'text': 'визнання козацтва як нового соціального стану.'}, {'marker': 'В', 'text': 'припинення масового покозачення селян і міщан.'}, {'marker': 'Г', 'text': 'завершення польсько-українського протистояння.'}]",['Б']
З митрополитом Петром Могилою пов’язано,"[{'marker': 'А', 'text': 'укладення унії православної та католицької церков.'}, {'marker': 'Б', 'text': 'надання ставропігії Львівському Успенському братству.'}, {'marker': 'В', 'text': 'об’єднання Лаврської школи та Київської братської школи в колегію.'}, {'marker': 'Г', 'text': 'заснування першої на українських землях слов’яно-греко-латинської школи.'}]",['В']
"**Проаналізуйте фрагмент історичного документа

та виконайте завдання 39–41 до нього.**


«Він (гетьман) з’єднався в полі вище Базавлука з мурзою Тугай-беєм і вже хотів був іти зі своїм військом просто на Чигирин, щоби привітати головного свого ворога Чаплинського.*


*Однак від пійманців, яких перестріли на січовому шляху татари, він довідався, що польські війська та [реєстровців] уже відправлено: одних – водою до Кодака, а інших – суходолом через Крилов на Жовту Воду й також до Кодака…»


 


Події, описані в історичному джерелі, відбулися","[{'marker': 'А', 'text': '1648 р.'}, {'marker': 'Б', 'text': '1649 р.'}, {'marker': 'В', 'text': '1651 р.'}, {'marker': 'Г', 'text': '1652 р.'}]",['А']
"**Проаналізуйте фрагмент історичного документа

та виконайте завдання 39–41 до нього.**


«Він (гетьман) з’єднався в полі вище Базавлука з мурзою Тугай-беєм і вже хотів був іти зі своїм військом просто на Чигирин, щоби привітати головного свого ворога Чаплинського.*


*Однак від пійманців, яких перестріли на січовому шляху татари, він довідався, що польські війська та [реєстровців] уже відправлено: одних – водою до Кодака, а інших – суходолом через Крилов на Жовту Воду й також до Кодака…»


 


Описані в документі події привели до","[{'marker': 'А', 'text': 'прийняття «Ординації Війська Запорозького…».'}, {'marker': 'Б', 'text': 'підписання мирної угоди з Московською державою.'}, {'marker': 'В', 'text': 'заборони козацьким загонам перебувати на Запорозькій Січі.'}, {'marker': 'Г', 'text': 'початку звільнення українських земель від польського панування.'}]",['Г']
Який орган влади керував Гетьманщиною після смерті Данила Апостола?,"[{'marker': 'А', 'text': 'Малоросійський приказ'}, {'marker': 'Б', 'text': 'Перша малоросійська колегія'}, {'marker': 'В', 'text': 'Правління гетьманського уряду'}, {'marker': 'Г', 'text': 'Друга малоросійська колегія'}]",['В']
"Відомий український історик Д. Дорошенко вважав, що «.*..гайдамацтво як форму активного протесту проти несприятливих умов суспільного ладу знали також і західноукраїнські землі – Галичина й Буковина».*


Такий висновок історик зробив, дослідивши","[{'marker': 'А', 'text': '«весну народів».'}, {'marker': 'Б', 'text': '«рух опришків».'}, {'marker': 'В', 'text': 'повстання під проводом С. Палія.'}, {'marker': 'Г', 'text': 'повстанський рух під проводом У. Кармалюка.'}]",['Б']
Укажіть одну з основних причин збільшення у 25 разів посівних площ зернових на Півдні підросійської України в період 1778–1851 рр.,"[{'marker': 'А', 'text': 'руйнування селянської громади'}, {'marker': 'Б', 'text': 'поширення кооперативного руху'}, {'marker': 'В', 'text': 'розбудова чорноморсько-азовських портів'}, {'marker': 'Г', 'text': 'надання кредитної допомоги селянам через Селянський банк'}]",['В']
"Слова Т. Шевченка «Спасибі тобі, Богу милий друже мій великий… за “Чорну раду”. Я вже її двічі прочитав і третій раз, і все-таки не скажу більше нічого, як спасибі. Добре, дуже добре ти зробив, що подарував “Чорну раду” по-нашому» адресовано","[{'marker': 'А', 'text': 'П. Кулішу.'}, {'marker': 'Б', 'text': 'В. Антоновичу.'}, {'marker': 'В', 'text': 'М. Костомарову.'}, {'marker': 'Г', 'text': 'І. Котляревському.'}]",['А']
У 1772 р. Галичина увійшла до складу володінь австрійських Габсбургів         у результаті,"[{'marker': 'А', 'text': 'австро-турецької війни.'}, {'marker': 'Б', 'text': 'поділу Речі Посполитої.'}, {'marker': 'В', 'text': 'наполеонівських війн у Європі.'}, {'marker': 'Г', 'text': 'перетворення Австрійської імперії на Австро-Угорську монархію.'}]",['Б']
"«*Університет […] – моє творіння. Але я першим ліквідую його, якщо він не виконуватиме своєї мети поширювати російську освіту й російську національність в ополяченому краю Західної Росії»,* – так міністр освіти Російської імперії С. Уваров писав про завдання","[{'marker': 'А', 'text': 'Київського університету.'}, {'marker': 'Б', 'text': 'Харківського університету.'}, {'marker': 'В', 'text': 'Чернівецького університету.'}, {'marker': 'Г', 'text': 'Новоросійського університету.'}]",['А']
"Яким роком датовано документ, уривок з якого наведено: «...Користуючись цим земельним наділом, селянин має виконувати [повинності] на користь поміщикам... У цьому стані, що є перехідним, селянина іменують тимчасово-зобов’язаним»?*","[{'marker': 'А', 'text': '1848 р.'}, {'marker': 'Б', 'text': '1861 р.'}, {'marker': 'В', 'text': '1870 р.'}, {'marker': 'Г', 'text': '1876 р.'}]",['Б']
Чому в школах Галичини на початку ХХ ст. була обов’язковою для вивчення німецька мова?,"[{'marker': 'А', 'text': 'регіон був окупований військами кайзера Німеччини'}, {'marker': 'Б', 'text': 'із середніх віків у містах краю були великі німецькі колонії'}, {'marker': 'В', 'text': 'німецька мова на той час була мовою загальноєвропейського спілкування'}, {'marker': 'Г', 'text': 'край уходив до складу Австро-Угорщини, де державною мовою була німецька'}]",['Г']
"Проаналізуйте уривок з історичного джерела:


«Із цього часу зазначені землі звільнено від обмежень, які лежали на них; у силу викупного боргу селяни дістають право вільного виходу з громади із закріпленням у власність окремих домохозяїв ділянок, які переходять до приватного володіння з громадського наділу…».*


Хто був ініціатором упровадження зазначених заходів?","[{'marker': 'А', 'text': 'П. Валуєв'}, {'marker': 'Б', 'text': 'Б. Ханенко'}, {'marker': 'В', 'text': 'П. Столипін'}, {'marker': 'Г', 'text': 'В. Симиренко'}]",['В']
Що стало однією з причин зростання трудової еміграції українців на початку ХХ ст.?,"[{'marker': 'А', 'text': 'початок промислового перевороту'}, {'marker': 'Б', 'text': 'зростання чисельності населення в містах'}, {'marker': 'В', 'text': 'малоземелля та безземелля селянських родин'}, {'marker': 'Г', 'text': 'підписання міграційних договорів між країнами'}]",['В']
"Проаналізуйте уривок з історичного джерела:


«…ми, українці, з початку війни зайняли нейтральну позицію й не виступали ні за, ні проти війни, а тепер постановили виступити рішуче проти війни, бо вона тільки нищить наш край, як уже знищила Галичину та частину Волині, і не принесе нічого корисного.*


*Володимир Леонтович та Андрій В’язлов висловилися проти такої рішучої заяви, бо вона йде всупереч з думками російської інтелігенції, що нас і так обвинувачує вже не тільки [російський] уряд, але й [російське суспільство] у сепаратизмі…».*


Еволюцію поглядів якої організації відображено в ньому?","[{'marker': 'А', 'text': 'Революційної української партії'}, {'marker': 'Б', 'text': 'Товариства українських поступовців'}, {'marker': 'В', 'text': 'Головної української ради'}, {'marker': 'Г', 'text': 'Союзу визволення України'}]",['Б']
Головою Української Центральної Ради обрано,"[{'marker': 'А', 'text': 'П. Скоропадського.'}, {'marker': 'Б', 'text': 'М. Грушевського.'}, {'marker': 'В', 'text': 'В. Винниченка.'}, {'marker': 'Г', 'text': 'С. Петлюру.'}]",['Б']
"Із якою метою Директорія УНР ініціювала заходи, описані в уривку з історичного джерела: «*Ми, уповноважена волею трудящих України... Директорія, поваливши ненависний гетьманський режим, найближчим часом скличемо Конгрес усього трудового люду України. Делегатів обиратимуть на чесних і соціально справедливих засадах: від селянської курії – 71,4 %, від робітничої – 22,2 %, від трудової інтелігенції – 6,4 %...»?*","[{'marker': 'А', 'text': 'узаконення повної націоналізації промислових підприємств і поміщицьких господарств'}, {'marker': 'Б', 'text': 'санкціонування утворення Української автокефальної православної церкви'}, {'marker': 'В', 'text': 'започаткування широкомасштабних заходів політики «коренізації»'}, {'marker': 'Г', 'text': 'розв’язання проблем організації влади та визначення форми державного устрою'}]",['Г']
У ході «Чортківської офензиви» Українська Галицька армія примусила відступити,"[{'marker': 'А', 'text': 'польську армію генерала Ю. Галлера.'}, {'marker': 'Б', 'text': 'Добровольчу армію генерала А. Денікіна.'}, {'marker': 'В', 'text': 'Революційну повстанську армію Н. Махна.'}, {'marker': 'Г', 'text': 'загони Червоної гвардії під командуванням М. Муравйова.'}]",['А']
"Центральне партійно-радянське керівництво сприяло створенню умов для розвитку ринкових відносин в УСРР, удавшися до заходів","[{'marker': 'А', 'text': '«воєнного комунізму».'}, {'marker': 'Б', 'text': '«суцільної колективізації».'}, {'marker': 'В', 'text': '«форсованої індустріалізації».'}, {'marker': 'Г', 'text': '«нової економічної політики».'}]",['Г']
«*Ніде на базарах та квітникових крамницях не зосталося квіток – усі розкуплено задля привітання митрополита. Коло Софії робилося якесь столпотвореніє вавилонське... От тобі й боротьба з релігією!» – згадував С. Єфремов про приїзд до Києва 19 вересня 1926 року митрополита,"[{'marker': 'А', 'text': 'Й. Сліпого.'}, {'marker': 'Б', 'text': 'С. Скрипника.'}, {'marker': 'В', 'text': 'В. Липківського.'}, {'marker': 'Г', 'text': 'А. Шептицького.'}]",['В']
Одним з місць поховання жертв «Великого терору» 1937–1938 рр. є,"[{'marker': 'А', 'text': 'урочище Бабин Яр.'}, {'marker': 'Б', 'text': 'місто Базар.'}, {'marker': 'В', 'text': 'станція Крути.'}, {'marker': 'Г', 'text': 'урочище Биківня.'}]",['Г']
"**Проаналізуйте фрагмент історичного документа**


**та виконайте завдання 10–12 до нього.**


«Іменем Української Національної Ради Східної Галичини як легального представництва українського населення Східної Галичини висловлюю проти того рішення Конференції Амбасадорів з 14 березня рішучий протест та заявляю, що українське населення ніколи не погодиться з пануванням Польщі, домагається незалежної Галицької Держави вільних народів та боротиметься за неї далі».*


Протест висловлено представникам","[{'marker': 'А', 'text': 'держав Осі.'}, {'marker': 'Б', 'text': 'держав Антанти.'}, {'marker': 'В', 'text': 'держав Четверного союзу.'}, {'marker': 'Г', 'text': 'федерації радянських республік.'}]",['Б']
"**Проаналізуйте фрагмент історичного документа**


**та виконайте завдання 10–12 до нього.**


«Іменем Української Національної Ради Східної Галичини як легального представництва українського населення Східної Галичини висловлюю проти того рішення Конференції Амбасадорів з 14 березня рішучий протест та заявляю, що українське населення ніколи не погодиться з пануванням Польщі, домагається незалежної Галицької Держави вільних народів та боротиметься за неї далі».*


Хто є автором цитованого документа?","[{'marker': 'А', 'text': 'С. Бандера'}, {'marker': 'Б', 'text': 'А. Волошин'}, {'marker': 'В', 'text': 'Є. Петрушевич'}, {'marker': 'Г', 'text': 'А. Шептицький'}]",['В']
"**Проаналізуйте фрагмент історичного документа**


**та виконайте завдання 10–12 до нього.**


«Іменем Української Національної Ради Східної Галичини як легального представництва українського населення Східної Галичини висловлюю проти того рішення Конференції Амбасадорів з 14 березня рішучий протест та заявляю, що українське населення ніколи не погодиться з пануванням Польщі, домагається незалежної Галицької Держави вільних народів та боротиметься за неї далі».*


Документ створено","[{'marker': 'А', 'text': '1919 р.'}, {'marker': 'Б', 'text': '1921 р.'}, {'marker': 'В', 'text': '1923 р.'}, {'marker': 'Г', 'text': '1925 р.'}]",['В']
У роки радянсько-німецької війни «чорносвитниками» називали,"[{'marker': 'А', 'text': 'учасників збройних формувань українського визвольного руху 1939–1945 рр.'}, {'marker': 'Б', 'text': 'українських селян, яких відправляли на примусові роботи до Німеччини в 1941–1944 рр.'}, {'marker': 'В', 'text': 'мобілізованих на території України польовими військкоматами до лав Червоної армії в 1943–1944 рр.'}, {'marker': 'Г', 'text': 'військовослужбовців-українців, що потрапили до німецького полону в 1941–1942 рр.'}]",['В']
Однією з подій українського визвольного руху 1944–1950-х рр. є,"[{'marker': 'А', 'text': 'виникнення «Поліської Січі».'}, {'marker': 'Б', 'text': 'утворення Української повстанської армії (УПА).'}, {'marker': 'В', 'text': 'сформування й діяльність Української головної визвольної ради (УГВР).'}, {'marker': 'Г', 'text': 'проголошення Акта відновлення Української Держави.'}]",['В']
"**Проаналізуйте фрагмент історичного документа**


**та виконайте завдання 16–18 до нього.**


«Поява шкідливого нарису історії української літератури об’єктивно допомагає найлютішим ворогам українського народу – українсько-німецьким націоналістам. Президія Спілки та її голова т. Рильський не вжили заходів, щоби вчасно перешкодити проникненню в радянську літературу ворожих тенденцій... Журнал “Вітчизна” (ред. Яновський) надає місце статтям і творам, які пройняті буржуазною ідеологією, міщанськими поглядами на життя, аполітичністю...»


У який період радянської історії України оприлюднено цитований документ?","[{'marker': 'А', 'text': 'у роки Другої світової війни'}, {'marker': 'Б', 'text': 'у перші роки повоєнної відбудови'}, {'marker': 'В', 'text': 'у роки «хрущовської» десталінізації'}, {'marker': 'Г', 'text': 'у роки загострення кризи радянської системи'}]",['Б']
"**Проаналізуйте фрагмент історичного документа**


**та виконайте завдання 16–18 до нього.**


«Поява шкідливого нарису історії української літератури об’єктивно допомагає найлютішим ворогам українського народу – українсько-німецьким націоналістам. Президія Спілки та її голова т. Рильський не вжили заходів, щоби вчасно перешкодити проникненню в радянську літературу ворожих тенденцій... Журнал “Вітчизна” (ред. Яновський) надає місце статтям і творам, які пройняті буржуазною ідеологією, міщанськими поглядами на життя, аполітичністю...»


Проявом якої політики партійно-радянського керівництва УРСР є наведений уривок документа?","[{'marker': 'А', 'text': '«коренізації»'}, {'marker': 'Б', 'text': '«ждановщини»'}, {'marker': 'В', 'text': '«лисенківщини»'}, {'marker': 'Г', 'text': '«культурної революції»'}]",['Б']
"**Проаналізуйте фрагмент історичного документа**


**та виконайте завдання 16–18 до нього.**


«Поява шкідливого нарису історії української літератури об’єктивно допомагає найлютішим ворогам українського народу – українсько-німецьким націоналістам. Президія Спілки та її голова т. Рильський не вжили заходів, щоби вчасно перешкодити проникненню в радянську літературу ворожих тенденцій... Журнал “Вітчизна” (ред. Яновський) надає місце статтям і творам, які пройняті буржуазною ідеологією, міщанськими поглядами на життя, аполітичністю...»


«Перешкоджання проникненню в радянську літературу ворожих тенденцій» здійснено для","[{'marker': 'А', 'text': 'знищення української інтелігенції.'}, {'marker': 'Б', 'text': 'приховування провалу заходів відбудови.'}, {'marker': 'В', 'text': 'пришвидшення радянізації Західної України.'}, {'marker': 'Г', 'text': 'посилення державного ідеологічного контролю над духовним життям суспільства.'}]",['Г']
Укажіть один з осередків шістдесятників в Україні.,"[{'marker': 'А', 'text': 'Меджліс кримськотатарського народу в Сімферополі'}, {'marker': 'Б', 'text': 'Українська робітничо-селянська спілка у Львові'}, {'marker': 'В', 'text': 'Організація українських націоналістів у Відні'}, {'marker': 'Г', 'text': 'Клуб творчої молоді «Сучасник» у Києві'}]",['Г']
Яке поняття доцільно використати для характеристики стану економіки УРСР в 1970-ті – на початку 1980-х рр.?,"[{'marker': 'А', 'text': '«відбудова»'}, {'marker': 'Б', 'text': '«лібералізація»'}, {'marker': 'В', 'text': '«застій»'}, {'marker': 'Г', 'text': '«перебудова»'}]",['В']
Протест шахтарів УРСР 1989 р.,"[{'marker': 'А', 'text': 'примусив владу до люстрування.'}, {'marker': 'Б', 'text': 'переріс у загальноукраїнський страйк.'}, {'marker': 'В', 'text': 'став приводом до «революції на граніті».'}, {'marker': 'Г', 'text': 'започаткував відродження дисидентського руху.'}]",['Б']
"Проаналізуйте уривок з історичного джерела:


«О 10.00 відкрито сесію Верховної Ради України, виступив Олександр Турчинов і заявив: “Більшість виконувачів обов’язків міністрів зникли в невідомому напрямку. Також невідомо, де перебуває президент. Тому єдиним легітимним органом у країні є Верховна Рада. Якщо впродовж декількох годин не буде встановлено місцезнаходження президента, парламент має проголосувати за постанову про відновлення конституційного ладу”».*


Коли відбулася подія, про яку йдеться в ньому?","[{'marker': 'А', 'text': '1999 р.'}, {'marker': 'Б', 'text': '2004 р.'}, {'marker': 'В', 'text': '2008 р.'}, {'marker': 'Г', 'text': '2014 р.'}]",['Г']
Після смерті Ярослава Мудрого в Київській державі,"[{'marker': 'А', 'text': 'утворено тріумвірат князів.'}, {'marker': 'Б', 'text': 'започатковано «шлюбну дипломатію».'}, {'marker': 'В', 'text': 'усунуто від влади династію Рюриковичів.'}, {'marker': 'Г', 'text': 'підпорядковано Київського митрополита Константинопольському патріарху.'}]",['А']
У якому князівстві родове боярство наважилося оголосити князем одного з бояр?,"[{'marker': 'А', 'text': 'Галицькому'}, {'marker': 'Б', 'text': 'Волинському'}, {'marker': 'В', 'text': 'Переяславському'}, {'marker': 'Г', 'text': 'Чернігово-Сіверському'}]",['А']
Мешканці міст з Магдебурським правом,"[{'marker': 'А', 'text': 'відробляли панщину й платили оброк.'}, {'marker': 'Б', 'text': 'користувалися перевагами самоврядування.'}, {'marker': 'В', 'text': 'брали участь у виборах короля Речі Посполитої.'}, {'marker': 'Г', 'text': 'мали бути прихожанами лише православної церкви.'}]",['Б']
Затвердження в 70-х рр. XVI ст. урядом Речі Посполитої реєстрового війська стало політичним і правовим актом,"[{'marker': 'А', 'text': 'об’єднання польської шляхти та козацтва.'}, {'marker': 'Б', 'text': 'визнання козацтва як нового соціального стану.'}, {'marker': 'В', 'text': 'припинення масового покозачення селян і міщан.'}, {'marker': 'Г', 'text': 'завершення польсько-українського протистояння.'}]",['Б']
З митрополитом Петром Могилою пов’язано,"[{'marker': 'А', 'text': 'укладення унії православної та католицької церков.'}, {'marker': 'Б', 'text': 'надання ставропігії Львівському Успенському братству.'}, {'marker': 'В', 'text': 'об’єднання Лаврської школи та Київської братської школи в колегію.'}, {'marker': 'Г', 'text': 'заснування першої на українських землях слов’яно-греко-латинської школи.'}]",['В']
"**Проаналізуйте фрагмент історичного документа

та виконайте завдання 39–41 до нього.**


«Він (гетьман) з’єднався в полі вище Базавлука з мурзою Тугай-беєм і вже хотів був іти зі своїм військом просто на Чигирин, щоби привітати головного свого ворога Чаплинського.*


*Однак від пійманців, яких перестріли на січовому шляху татари, він довідався, що польські війська та [реєстровців] уже відправлено: одних – водою до Кодака, а інших – суходолом через Крилов на Жовту Воду й також до Кодака…»


 


Події, описані в історичному джерелі, відбулися","[{'marker': 'А', 'text': '1648 р.'}, {'marker': 'Б', 'text': '1649 р.'}, {'marker': 'В', 'text': '1651 р.'}, {'marker': 'Г', 'text': '1652 р.'}]",['А']
"**Проаналізуйте фрагмент історичного документа

та виконайте завдання 39–41 до нього.**


«Він (гетьман) з’єднався в полі вище Базавлука з мурзою Тугай-беєм і вже хотів був іти зі своїм військом просто на Чигирин, щоби привітати головного свого ворога Чаплинського.*


*Однак від пійманців, яких перестріли на січовому шляху татари, він довідався, що польські війська та [реєстровців] уже відправлено: одних – водою до Кодака, а інших – суходолом через Крилов на Жовту Воду й також до Кодака…»


 


Описані в документі події привели до","[{'marker': 'А', 'text': 'прийняття «Ординації Війська Запорозького…».'}, {'marker': 'Б', 'text': 'підписання мирної угоди з Московською державою.'}, {'marker': 'В', 'text': 'заборони козацьким загонам перебувати на Запорозькій Січі.'}, {'marker': 'Г', 'text': 'початку звільнення українських земель від польського панування.'}]",['Г']
