question,answers,correct_answers
"**Читання й аналіз тексту**


**Проаналізуйте текст (***цифри в дужках позначають номери абзаців***)

і виконайте завдання до нього.**


**Завантажити безкоштовно. Чи вдасться викоренити піратство в Україні?**


(1) За останніми звітами міжнародних організацій, Україна – один з лідерів серед порушників авторського права в інтернеті.


(2) Нещодавно здавалося, що крига ось-ось скресне: усі обговорювали Закон про державну підтримку кіно, що дозволить блокувати піратські сайти без постанови суду (щоправда, пізніше його було ветовано), потім один за одним закрили файлообмінники *fs.to й ex.ua*…


(3) Чи означає це, що сакральна спілка українського інтернету й піратства нарешті зникне? На жаль, є чинники, що ускладнюють ситуацію: це брак прозорого контролю, усталена культура споживання та низька фінансова спроможність населення, нестача альтернативних джерел контенту… А ще – подвійні стандарти популяризації товарів відомих брендів на сайтах-порушниках. Пропагування косметики, алкоголю чи енергетичного напою перед переглядом нелегально викладеного фільму складно уявити, наприклад, у Польщі. В Україні ж це значна частина рекламних бюджетів: 2017 року до списку 25 найбільш відвідуваних українських сайтів входили три такі ресурси. Про етичні питання тут навіть не йдеться. Тож про який позитивний імідж країни взагалі можна говорити?


(4) Через піратство 2015 року зірвали продаж блокбастеру «Незламна» одному з великих китайських прокатників, бо фільм уже було поширено в усемережі. Хтось скаже, що це нетиповий випадок, але що робити з безліччю сервісів і ресурсів, що так і не «зайшли» в Україну саме через правову несформованість ринку? Оплата за контент в Україні – це щось зі сфери особистих принципів, але витрачати кошти хоча б частково доведеться: іншого еволюційного шляху ще не вигадали. Краще почати якомога раніше.


*За В. Недогибченком*


**Текст Б**


**Мультфільм «Мавка. Лісова пісня» вразив Європу**


(5) Завдяки успішній презентації мультфільму на найбільшому анімаційному форумі Європи «Cartoon Movie», де Україну було представлено вперше, наші продюсери отримали багато схвальних відгуків і пропозицій співпраці від європейських фахівців. Головна героїня Мавка прикрасила березневу обкладинку видання «Animation Magazine» (офіційного партнера заходу), що великим накладом розійшлося на форумі у Франції.


(6) Мультфільм привернув увагу потенційних партнерів з Європи, інвесторів, дистриб’юторів. Багато учасників назвало «Мавку» найкращим із 50 проєктів, відзначивши унікальність головної героїні, високу якість візуальних матеріалів, неабиякий міжнародний потенціал ідеї. Усе це працює на створення позитивного іміджу України у світі кіно.


(7) До цього заходу продюсери Ірина Костюк, Анна Єлісєєва, Єгор Олєсов і вся команда студії «Animagrad» готувалися кілька місяців. На презентації демонстрували відзняті кадри під стилізовану народну музику гурту «ДахаБраха».


(8) «Ми розуміли, що цей форум дуже важливий, – наголошує креативний продюсер Анна Єлісєєва, – адже перша поява «Мавки» на міжнародній сцені – це не тільки партнерство з європейськими компаніями, але й репутація проєкту на ринку впродовж наступних двох років, поки триватиме робота над фільмом. Україна – новий гравець у світовій анімації, тож треба зробити так, щоб нас прийняли, запам’ятали та полюбили».


*За матеріалами інтернет-джерел*


**Текст В**


«Лісова пісня» Лесі Українки стане віртуальною реальністю**


(9) У Сполучених Штатах за мотивами п’єси готують комп’ютерну гру. Попри те що створюють її за кордоном, усі герої розмовлятимуть українською. Розробники – команда американців, серед яких й одесит Дмитро Верьовка. Аби творці програми краще розуміли реалії та побут, унікальність персонажів, він навіть організував їм спеціальну поїздку на Волинь.


(10) Творці «Лісової пісні» відібрали для гри найкраще: наприклад, музику до неї писатиме етногрупа «ДахаБраха», яка обіцяє створити щось надзвичайне. «Усі ми пішли на концерт цього гурту в Сієтлі й просто шаленіли від дивовижного поєднання традиційної музики й сучасного звучання», – розповів Дмитро.


(11) «Виклик – це правильно презентувати світу потенціал нашої культури, бо зараз Україну здебільшого пов’язують з Чорнобилем, із війною на Сході. Я хочу, аби завдяки грі почали цікавитися власне драматичним твором Лесі Українки, щоб він став популярним», – пояснив розробник.


(12) Тільки в грі все навпаки: початок – це фінал «Лісової пісні». Розгублений Лукаш стоїть посеред пустки й хоче «відмотати» життя назад: кохати Мавку, не одружуватися з Килиною, не слухати матері, любити ліс і його чарівних мешканців. Парубок зможе повернути свою милу, якщо пройде кожне випробування. Один хибний крок – і все доведеться робити заново…


(13) Гра «Лісова пісня» шукає друзів – науковців, етнографів і літературознавців, які говорять англійською й готові вдосконалювати проєкт і розповісти всьому світові про нашу неймовірну Україну.


*За Н. Піснею*


Згадки про явища та події, що створюють негативний імідж України, є в","[{'marker': 'А', 'text': 'тексті Б'}, {'marker': 'Б', 'text': 'текстах Б і В'}, {'marker': 'В', 'text': 'текстах А і Б'}, {'marker': 'Г', 'text': 'текстах А і В'}]",['Г']
"**Читання й аналіз тексту**


**Проаналізуйте текст (***цифри в дужках позначають номери абзаців***)

і виконайте завдання до нього.**


**Завантажити безкоштовно. Чи вдасться викоренити піратство в Україні?**


(1) За останніми звітами міжнародних організацій, Україна – один з лідерів серед порушників авторського права в інтернеті.


(2) Нещодавно здавалося, що крига ось-ось скресне: усі обговорювали Закон про державну підтримку кіно, що дозволить блокувати піратські сайти без постанови суду (щоправда, пізніше його було ветовано), потім один за одним закрили файлообмінники *fs.to й ex.ua*…


(3) Чи означає це, що сакральна спілка українського інтернету й піратства нарешті зникне? На жаль, є чинники, що ускладнюють ситуацію: це брак прозорого контролю, усталена культура споживання та низька фінансова спроможність населення, нестача альтернативних джерел контенту… А ще – подвійні стандарти популяризації товарів відомих брендів на сайтах-порушниках. Пропагування косметики, алкоголю чи енергетичного напою перед переглядом нелегально викладеного фільму складно уявити, наприклад, у Польщі. В Україні ж це значна частина рекламних бюджетів: 2017 року до списку 25 найбільш відвідуваних українських сайтів входили три такі ресурси. Про етичні питання тут навіть не йдеться. Тож про який позитивний імідж країни взагалі можна говорити?


(4) Через піратство 2015 року зірвали продаж блокбастеру «Незламна» одному з великих китайських прокатників, бо фільм уже було поширено в усемережі. Хтось скаже, що це нетиповий випадок, але що робити з безліччю сервісів і ресурсів, що так і не «зайшли» в Україну саме через правову несформованість ринку? Оплата за контент в Україні – це щось зі сфери особистих принципів, але витрачати кошти хоча б частково доведеться: іншого еволюційного шляху ще не вигадали. Краще почати якомога раніше.


*За В. Недогибченком*


**Текст Б**


**Мультфільм «Мавка. Лісова пісня» вразив Європу**


(5) Завдяки успішній презентації мультфільму на найбільшому анімаційному форумі Європи «Cartoon Movie», де Україну було представлено вперше, наші продюсери отримали багато схвальних відгуків і пропозицій співпраці від європейських фахівців. Головна героїня Мавка прикрасила березневу обкладинку видання «Animation Magazine» (офіційного партнера заходу), що великим накладом розійшлося на форумі у Франції.


(6) Мультфільм привернув увагу потенційних партнерів з Європи, інвесторів, дистриб’юторів. Багато учасників назвало «Мавку» найкращим із 50 проєктів, відзначивши унікальність головної героїні, високу якість візуальних матеріалів, неабиякий міжнародний потенціал ідеї. Усе це працює на створення позитивного іміджу України у світі кіно.


(7) До цього заходу продюсери Ірина Костюк, Анна Єлісєєва, Єгор Олєсов і вся команда студії «Animagrad» готувалися кілька місяців. На презентації демонстрували відзняті кадри під стилізовану народну музику гурту «ДахаБраха».


(8) «Ми розуміли, що цей форум дуже важливий, – наголошує креативний продюсер Анна Єлісєєва, – адже перша поява «Мавки» на міжнародній сцені – це не тільки партнерство з європейськими компаніями, але й репутація проєкту на ринку впродовж наступних двох років, поки триватиме робота над фільмом. Україна – новий гравець у світовій анімації, тож треба зробити так, щоб нас прийняли, запам’ятали та полюбили».


*За матеріалами інтернет-джерел*


**Текст В**


«Лісова пісня» Лесі Українки стане віртуальною реальністю**


(9) У Сполучених Штатах за мотивами п’єси готують комп’ютерну гру. Попри те що створюють її за кордоном, усі герої розмовлятимуть українською. Розробники – команда американців, серед яких й одесит Дмитро Верьовка. Аби творці програми краще розуміли реалії та побут, унікальність персонажів, він навіть організував їм спеціальну поїздку на Волинь.


(10) Творці «Лісової пісні» відібрали для гри найкраще: наприклад, музику до неї писатиме етногрупа «ДахаБраха», яка обіцяє створити щось надзвичайне. «Усі ми пішли на концерт цього гурту в Сієтлі й просто шаленіли від дивовижного поєднання традиційної музики й сучасного звучання», – розповів Дмитро.


(11) «Виклик – це правильно презентувати світу потенціал нашої культури, бо зараз Україну здебільшого пов’язують з Чорнобилем, із війною на Сході. Я хочу, аби завдяки грі почали цікавитися власне драматичним твором Лесі Українки, щоб він став популярним», – пояснив розробник.


(12) Тільки в грі все навпаки: початок – це фінал «Лісової пісні». Розгублений Лукаш стоїть посеред пустки й хоче «відмотати» життя назад: кохати Мавку, не одружуватися з Килиною, не слухати матері, любити ліс і його чарівних мешканців. Парубок зможе повернути свою милу, якщо пройде кожне випробування. Один хибний крок – і все доведеться робити заново…


(13) Гра «Лісова пісня» шукає друзів – науковців, етнографів і літературознавців, які говорять англійською й готові вдосконалювати проєкт і розповісти всьому світові про нашу неймовірну Україну.


*За Н. Піснею*


Актуалізовано в *тексті* ***А***, проте не згадано в *текстах **Б*** і ***В*** думку","[{'marker': 'А', 'text': 'Щоб сприяти подальшому просуванню українського культурного продукту, треба поважати інтелектуальну власність.'}, {'marker': 'Б', 'text': 'В українській культурі є чималий потенціал для створення високоякісного продукту, здатного зацікавити світ.'}, {'marker': 'В', 'text': 'Українські кінематографісти активно співпрацюють з відомими продюсерами й беруть участь у міжнародних проєктах.'}, {'marker': 'Г', 'text': 'Розповсюдження українських анімаційних продуктів через інтернет приверне увагу до культури нашої країни.'}]",['А']
"**Читання й аналіз тексту**


**Проаналізуйте текст (***цифри в дужках позначають номери абзаців***)

і виконайте завдання до нього.**


**Завантажити безкоштовно. Чи вдасться викоренити піратство в Україні?**


(1) За останніми звітами міжнародних організацій, Україна – один з лідерів серед порушників авторського права в інтернеті.


(2) Нещодавно здавалося, що крига ось-ось скресне: усі обговорювали Закон про державну підтримку кіно, що дозволить блокувати піратські сайти без постанови суду (щоправда, пізніше його було ветовано), потім один за одним закрили файлообмінники *fs.to й ex.ua*…


(3) Чи означає це, що сакральна спілка українського інтернету й піратства нарешті зникне? На жаль, є чинники, що ускладнюють ситуацію: це брак прозорого контролю, усталена культура споживання та низька фінансова спроможність населення, нестача альтернативних джерел контенту… А ще – подвійні стандарти популяризації товарів відомих брендів на сайтах-порушниках. Пропагування косметики, алкоголю чи енергетичного напою перед переглядом нелегально викладеного фільму складно уявити, наприклад, у Польщі. В Україні ж це значна частина рекламних бюджетів: 2017 року до списку 25 найбільш відвідуваних українських сайтів входили три такі ресурси. Про етичні питання тут навіть не йдеться. Тож про який позитивний імідж країни взагалі можна говорити?


(4) Через піратство 2015 року зірвали продаж блокбастеру «Незламна» одному з великих китайських прокатників, бо фільм уже було поширено в усемережі. Хтось скаже, що це нетиповий випадок, але що робити з безліччю сервісів і ресурсів, що так і не «зайшли» в Україну саме через правову несформованість ринку? Оплата за контент в Україні – це щось зі сфери особистих принципів, але витрачати кошти хоча б частково доведеться: іншого еволюційного шляху ще не вигадали. Краще почати якомога раніше.


*За В. Недогибченком*


**Текст Б**


**Мультфільм «Мавка. Лісова пісня» вразив Європу**


(5) Завдяки успішній презентації мультфільму на найбільшому анімаційному форумі Європи «Cartoon Movie», де Україну було представлено вперше, наші продюсери отримали багато схвальних відгуків і пропозицій співпраці від європейських фахівців. Головна героїня Мавка прикрасила березневу обкладинку видання «Animation Magazine» (офіційного партнера заходу), що великим накладом розійшлося на форумі у Франції.


(6) Мультфільм привернув увагу потенційних партнерів з Європи, інвесторів, дистриб’юторів. Багато учасників назвало «Мавку» найкращим із 50 проєктів, відзначивши унікальність головної героїні, високу якість візуальних матеріалів, неабиякий міжнародний потенціал ідеї. Усе це працює на створення позитивного іміджу України у світі кіно.


(7) До цього заходу продюсери Ірина Костюк, Анна Єлісєєва, Єгор Олєсов і вся команда студії «Animagrad» готувалися кілька місяців. На презентації демонстрували відзняті кадри під стилізовану народну музику гурту «ДахаБраха».


(8) «Ми розуміли, що цей форум дуже важливий, – наголошує креативний продюсер Анна Єлісєєва, – адже перша поява «Мавки» на міжнародній сцені – це не тільки партнерство з європейськими компаніями, але й репутація проєкту на ринку впродовж наступних двох років, поки триватиме робота над фільмом. Україна – новий гравець у світовій анімації, тож треба зробити так, щоб нас прийняли, запам’ятали та полюбили».


*За матеріалами інтернет-джерел*


**Текст В**


«Лісова пісня» Лесі Українки стане віртуальною реальністю**


(9) У Сполучених Штатах за мотивами п’єси готують комп’ютерну гру. Попри те що створюють її за кордоном, усі герої розмовлятимуть українською. Розробники – команда американців, серед яких й одесит Дмитро Верьовка. Аби творці програми краще розуміли реалії та побут, унікальність персонажів, він навіть організував їм спеціальну поїздку на Волинь.


(10) Творці «Лісової пісні» відібрали для гри найкраще: наприклад, музику до неї писатиме етногрупа «ДахаБраха», яка обіцяє створити щось надзвичайне. «Усі ми пішли на концерт цього гурту в Сієтлі й просто шаленіли від дивовижного поєднання традиційної музики й сучасного звучання», – розповів Дмитро.


(11) «Виклик – це правильно презентувати світу потенціал нашої культури, бо зараз Україну здебільшого пов’язують з Чорнобилем, із війною на Сході. Я хочу, аби завдяки грі почали цікавитися власне драматичним твором Лесі Українки, щоб він став популярним», – пояснив розробник.


(12) Тільки в грі все навпаки: початок – це фінал «Лісової пісні». Розгублений Лукаш стоїть посеред пустки й хоче «відмотати» життя назад: кохати Мавку, не одружуватися з Килиною, не слухати матері, любити ліс і його чарівних мешканців. Парубок зможе повернути свою милу, якщо пройде кожне випробування. Один хибний крок – і все доведеться робити заново…


(13) Гра «Лісова пісня» шукає друзів – науковців, етнографів і літературознавців, які говорять англійською й готові вдосконалювати проєкт і розповісти всьому світові про нашу неймовірну Україну.


*За Н. Піснею*


Опорними словосполученнями *текстів* ***Б*** і ***В*** можна вважати","[{'marker': 'А', 'text': 'драма Лесі Українки, автентична українська музика, комп’ютерна гра'}, {'marker': 'Б', 'text': 'потенціал української культури, унікальність героїв, гурт «ДахаБраха»'}, {'marker': 'В', 'text': 'мотиви «Лісової пісні», успішний анімаційний проєкт, європейські компанії'}, {'marker': 'Г', 'text': 'міжнародна співпраця, популяризація «Лісовоїпісні», театральна постановка'}]",['Б']
Перемогу козаків під Жовтими Водами оспівано у творі,"[{'marker': 'А', 'text': '«Засвіт встали козаченьки»'}, {'marker': 'Б', 'text': '«Чи не той то хміль»'}, {'marker': 'В', 'text': '«Ой Морозе, Морозенку»'}, {'marker': 'Г', 'text': '«Ой летіла стріла»'}, {'marker': 'Д', 'text': '«Дума про Марусю Богуславку»'}]",['Б']
"Уривок


***Недобреє віщує Див. / Лише в один кінець сліди. / А сурми сурмлять***

***войовничо. / Степ майорить і кличе, кличе. / Іти за Дін чи не іти, / шоломом***

***зачерпнуть води****?*


суголосний з подіями твору","[{'marker': 'А', 'text': '«Чорна рада»'}, {'marker': 'Б', 'text': '«Слово про похід Ігорів»'}, {'marker': 'В', 'text': '«Захар Беркут»'}, {'marker': 'Г', 'text': '«Тіні забутих предків»'}, {'marker': 'Д', 'text': '«Чи не той то хміль»'}]",['Б']
"«Лише з великої висоти можна було розгледіти підвалини Миколаївської імперії і вже в 1844 р. побачити царя жалюгідним ведмедиком, на очах якого всі ці підвалини провалюються»,*** – сказано про твір","[{'marker': 'А', 'text': 'Івана Котляревського'}, {'marker': 'Б', 'text': 'Панаса Мирного'}, {'marker': 'В', 'text': 'Івана Франка'}, {'marker': 'Г', 'text': 'Тараса Шевченка'}, {'marker': 'Д', 'text': 'Пантелеймона Куліша'}]",['Г']
"Словами «Убрав єси нас у шори, як сам схотів! Вивезли ми тебе на своїх старих плечах у гетьмани, а тепер ти вже без нас думаєш Україною орудувати! Недовго ж поорудуєш! Я тобі кажу, що недовго! Коли взявся брехати по-собачи, то й пропадеш, як собака!» звертається","[{'marker': 'А', 'text': 'батько Пугач до Івана Брюховецького'}, {'marker': 'Б', 'text': 'Захар Беркут до Тугара Вовка'}, {'marker': 'В', 'text': 'дід Улас до Чіпки Варениченка'}, {'marker': 'Г', 'text': 'отаман Гук до Мартина Пушкаря'}, {'marker': 'Д', 'text': 'дід-запорожець до Мини Мазайла'}]",['А']
Найважливіші етапи визвольних змагань українського народу осмислено в поезії,"[{'marker': 'А', 'text': '«Господи, гніву пречистого…»'}, {'marker': 'Б', 'text': '«Балада про соняшник»'}, {'marker': 'В', 'text': '«Два кольори»'}, {'marker': 'Г', 'text': '«Уривок з поеми»'}, {'marker': 'Д', 'text': '«Страшні слова, коли вони мовчать…»'}]",['Г']
У жанрі новели написано обидва твори рядка,"[{'marker': 'А', 'text': '«Я (Романтика)» і «Моя автобіографія»'}, {'marker': 'Б', 'text': '«Три зозулі з поклоном» і «Майстер корабля»'}, {'marker': 'В', 'text': '«Valse melancolique» і «Зачарована Десна»'}, {'marker': 'Г', 'text': '«Камінний хрест» і «Захар Беркут»'}, {'marker': 'Д', 'text': '«Intermezzo» і «Модри Камень»'}]",['Д']
Підзаголовок «Образ громадського життя Карпатської Руси в ХІІІ віці» має твір,"[{'marker': 'А', 'text': '«Тіні забутих предків»'}, {'marker': 'Б', 'text': '«Захар Беркут»'}, {'marker': 'В', 'text': '«Чорна рада»'}, {'marker': 'Г', 'text': '«Слово про похід Ігорів»'}, {'marker': 'Д', 'text': '«Хіба ревуть воли, як ясла повні?»'}]",['Б']
"Прочитайте фрагмент листа Василя Стуса, у якому пропущено окремі слова.


«А смисл … – такий, як Ти й пишеш. Бо … – це мрія, це коротке сонце в сірому житті, це свято, Великдень душі. А … – це сірі будні, це сало з часником, це повна макітра вареників і жодної зірки над головою. Одне слово, … – це трагедія журавля в небі і гопак свиней на оборі».***


Правильним є варіант послідовного заповнення пропусків","[{'marker': 'А', 'text': '«Енеїди»; Лавинія; Дідона; поема'}, {'marker': 'Б', 'text': '«Тигроловів»; Фійона; Наталка; роман'}, {'marker': 'В', 'text': '«Лісової пісні»; Мавка; Килина; драма-феєрія'}, {'marker': 'Г', 'text': '«Міста»; Надійка; Зоська; роман'}, {'marker': 'Д', 'text': '«Тіней забутих предків»; Палагна; Марічка; повість'}]",['В']
Зразком неокласичної інтимної лірики є твір,"[{'marker': 'А', 'text': '«У теплі дні збирання винограду…»'}, {'marker': 'Б', 'text': '«Ви знаєте, як липа шелестить…»'}, {'marker': 'В', 'text': '«Чого являєшся мені у сні?..»'}, {'marker': 'Г', 'text': '«Чари ночі»'}, {'marker': 'Д', 'text': '«Задивляюсь у твої зіниці…»'}]",['А']
"Образ весни, яка «лине вся в прозорих шатах, у серпанках і блаватах»,*** створив","[{'marker': 'А', 'text': 'Іван Франко'}, {'marker': 'Б', 'text': 'Олександр Олесь'}, {'marker': 'В', 'text': 'Павло Тичина'}, {'marker': 'Г', 'text': 'Микола Вороний'}, {'marker': 'Д', 'text': 'Максим Рильський'}]",['Г']
"У рядках


***…Коли ти навіть звався – Малоросія, / твоя поетеса була Українкою!***


згадано автора слів","[{'marker': 'А', 'text': '«Все покину і полину / До самого Бога...»'}, {'marker': 'Б', 'text': '«Піди збуди, цілуй їй очі...»'}, {'marker': 'В', 'text': '«Все повторялось: і краса, й потворність...»'}, {'marker': 'Г', 'text': '«Любіть Україну у сні й наяву...»'}, {'marker': 'Д', 'text': '«Без надії таки сподіватись...»'}]",['Д']
Особистий досвід автора під час роботи на Одеській кінофабриці покладено в основу твору,"[{'marker': 'А', 'text': '«Місто»'}, {'marker': 'Б', 'text': '«Моя автобіографія»'}, {'marker': 'В', 'text': '«Майстер корабля»'}, {'marker': 'Г', 'text': '«Мина Мазайло»'}, {'marker': 'Д', 'text': '«Модри Камень»'}]",['В']
У рядках «кожне слово / нашої мови / проспіване у Пісні / тож пісенними словами / з побратимами / у товаристві розмовляємо» красу й багатство рідної мови розкриває,"[{'marker': 'А', 'text': 'Василь Симоненко'}, {'marker': 'Б', 'text': 'Дмитро Павличко'}, {'marker': 'В', 'text': 'Василь Стус'}, {'marker': 'Г', 'text': 'Євген Маланюк'}, {'marker': 'Д', 'text': 'Василь Голобородько'}]",['Д']
Ознаки постмодернізму відчутні в рядках,"[{'marker': 'А', 'text': '«Юначе! Ти мусиш любити стократ / Сильніше, ніж любиш кохану, / Колумбію-округ і Джорджію-штат, / Монтану і Луїзіану»'}, {'marker': 'Б', 'text': '«Можеш вибирати друзів і дружину, / Вибрати не можна тільки Батьківщину. / Можна вибрать друга і по духу брата, / Та не можна рідну матір вибирати»'}, {'marker': 'В', 'text': '«Два кольори мої, два кольори, / Оба на полотнi, в душі моїй оба, / Два кольори мої, два кольори: / Червоне – то любов, а чорне – то журба»'}, {'marker': 'Г', 'text': '«І крізь папери, крізь перо, / Крізь дні буденні – богоданно / Рокоче запорозька кров / Міцних поплічників Богдана»'}, {'marker': 'Д', 'text': '«Звитяги наші, муки і руїни / безсмертні будуть у її словах. / Вона ж була як голос України, / що клекотів у наших корогвах!»'}]",['А']
"**Проаналізуйте художній твір і виконайте завдання до нього.**


***О панно Інно! Липень. Спека.***


***Ви тут. Але Ви так далеко.***


***Десь мерехтить дівоча мрія,***


***Як білий сон на темних віях.***


***В цей білий сон, як в танець білий,***


***Прийде хтось несказанно милий***


***І поведе у світ любові,***


***Як заполоч на рушникові,***


***Як ружі цвіт – на білосніжність,***


***Зійде враз невимовна ніжність.***


***Цей липень. Липи. Білопінно.***


***І тихий шепіт:***


***— Інно, Інно…***


Образи в поезії є алюзією на твір з такими рядками","[{'marker': 'А', 'text': '«Не дві ночі карі очі / Любо цілувала...»'}, {'marker': 'Б', 'text': '«Я Ваші очі пам’ятаю, / Як музику, як спів…»'}, {'marker': 'В', 'text': '«Задивляюсь у твої зіниці / Голубі й тривожні, ніби рань…»'}, {'marker': 'Г', 'text': '«Чому звертаєш ти до мене / Чудові очі ті ясні…»'}, {'marker': 'Д', 'text': '«Цілуй, цілуй, цілуй її: / Знов молодість не буде!..»'}]",['Б']
"**Проаналізуйте художній твір і виконайте завдання до нього.**


***О панно Інно! Липень. Спека.***


***Ви тут. Але Ви так далеко.***


***Десь мерехтить дівоча мрія,***


***Як білий сон на темних віях.***


***В цей білий сон, як в танець білий,***


***Прийде хтось несказанно милий***


***І поведе у світ любові,***


***Як заполоч на рушникові,***


***Як ружі цвіт – на білосніжність,***


***Зійде враз невимовна ніжність.***


***Цей липень. Липи. Білопінно.***


***І тихий шепіт:***


***— Інно, Інно…***


Білий колір у творі символізує","[{'marker': 'А', 'text': 'тишу, порожнечу'}, {'marker': 'Б', 'text': 'холод, самотність'}, {'marker': 'В', 'text': 'байдужість, сон'}, {'marker': 'Г', 'text': 'чистоту, цнотливість'}, {'marker': 'Д', 'text': 'розкіш, вишуканість'}]",['Г']
"**Проаналізуйте художній твір і виконайте завдання до нього.**


***О панно Інно! Липень. Спека.***


***Ви тут. Але Ви так далеко.***


***Десь мерехтить дівоча мрія,***


***Як білий сон на темних віях.***


***В цей білий сон, як в танець білий,***


***Прийде хтось несказанно милий***


***І поведе у світ любові,***


***Як заполоч на рушникові,***


***Як ружі цвіт – на білосніжність,***


***Зійде враз невимовна ніжність.***


***Цей липень. Липи. Білопінно.***


***І тихий шепіт:***


***— Інно, Інно…***


В останніх трьох рядках поезії провідним художнім засобом є","[{'marker': 'А', 'text': 'алітерація'}, {'marker': 'Б', 'text': 'інверсія'}, {'marker': 'В', 'text': 'гіпербола'}, {'marker': 'Г', 'text': 'метафора'}, {'marker': 'Д', 'text': 'оксиморон'}]",['А']
"**Проаналізуйте художній твір і виконайте завдання до нього.**


***О панно Інно! Липень. Спека.***


***Ви тут. Але Ви так далеко.***


***Десь мерехтить дівоча мрія,***


***Як білий сон на темних віях.***


***В цей білий сон, як в танець білий,***


***Прийде хтось несказанно милий***


***І поведе у світ любові,***


***Як заполоч на рушникові,***


***Як ружі цвіт – на білосніжність,***


***Зійде враз невимовна ніжність.***


***Цей липень. Липи. Білопінно.***


***І тихий шепіт:***


***— Інно, Інно…***


Твір має ознаки лірики","[{'marker': 'А', 'text': 'пейзажної та громадянської'}, {'marker': 'Б', 'text': 'громадянської та інтимної'}, {'marker': 'В', 'text': 'інтимної та пейзажної'}, {'marker': 'Г', 'text': 'пейзажної та філософської'}, {'marker': 'Д', 'text': 'філософської та інтимної'}]",['В']
"**Проаналізуйте художній твір і виконайте завдання до нього.**


***О панно Інно! Липень. Спека.***


***Ви тут. Але Ви так далеко.***


***Десь мерехтить дівоча мрія,***


***Як білий сон на темних віях.***


***В цей білий сон, як в танець білий,***


***Прийде хтось несказанно милий***


***І поведе у світ любові,***


***Як заполоч на рушникові,***


***Як ружі цвіт – на білосніжність,***


***Зійде враз невимовна ніжність.***


***Цей липень. Липи. Білопінно.***


***І тихий шепіт:***


***— Інно, Інно…***


Поезія є тематично близькою до твору","[{'marker': 'А', 'text': '«Задивляюсь у твої зіниці…»'}, {'marker': 'Б', 'text': '«Ти знаєш, що ти – людина?»'}, {'marker': 'В', 'text': '«Блакитна Панна»'}, {'marker': 'Г', 'text': '«Contra spem spero!»'}, {'marker': 'Д', 'text': '«Чари ночі»'}]",['Д']
