area,rot-agree,rot-categorization,rot-moral-foundations,rot-judgment,action,action-moral-judgment,action-legal,label,action_ukr
confessions,4.0,advice,care-harm,should,making some changes in your life when you hate everything about yourself,0.0,legal,1,"внесення деяких змін у ваше життя, коли ви ненавидите все про себе."
rocstories,4.0,advice,care-harm,it's wrong,making someone believe something that's not true.,-1.0,tolerated,0,"змусити когось повірити в те, що не відповідає дійсності."
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It is rude,making someone feel dumb about what they don't know.,-1.0,legal,0,"змушуючи когось відчувати себе дурним через те, що вони не знають."
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It's bad,making someone feel uncomfortable.,-1.0,legal,0,змушує когось відчувати себе некомфортно.
rocstories,4.0,morality-ethics,care-harm,It's not okay,making someone feel worthless.,-1.0,legal,0,змушуючи когось відчувати себе нікчемним.
rocstories,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,It's not okay,making someone have to wait for you,-1.0,legal,0,змушуючи когось чекати на вас.
amitheasshole,4.0,social-norms,care-harm,it's wrong,making someone leave their own party.,-1.0,legal,0,змусити когось залишити власну партію.
amitheasshole,4.0,social-norms,care-harm,It's wrong,making someone uncomfortable,-1.0,legal,0,робить когось незручним.
confessions,4.0,morality-ethics,care-harm,It's rude,making something battle to the death.,-2.0,illegal,0,змушуючи когось битися до смерті.
dearabby,4.0,social-norms,care-harm,It's ok,making something homemade as a gift.,0.0,legal,1,робити щось домашнє в якості подарунка.
amitheasshole,4.0,social-norms,care-harm,it's encouraged,making sure children have adequate supervision.,0.0,legal,1,"переконавшись, що діти мають належний нагляд."
rocstories,4.0,social-norms|advice,care-harm,its expected,making sure food you serve to others is safe to eat.,0.0,legal,1,"Переконайтеся, що їжа, яку ви подаєте іншим, безпечна для вживання."
rocstories,4.0,morality-ethics|social-norms,care-harm,it's smart,making sure pet enclosures are adequate.,0.0,legal,1,"переконавшись, що вольєри для домашніх тварин є адекватними."
rocstories,4.0,advice,care-harm,It is good,making sure someone is ok if they are scared.,1.0,legal,2,"переконавшись, що з кимось все в порядку, якщо вони налякані."
amitheasshole,4.0,morality-ethics,care-harm,Expected,making sure someone is ok if they say they are suicidal.,0.0,legal,1,"переконавшись, що з кимось все в порядку, якщо вони кажуть, що вони суїцидальні."
rocstories,4.0,morality-ethics,care-harm,It's considerate,making sure someone is safe.,1.0,legal,2,"переконавшись, що хтось у безпеці."
amitheasshole,4.0,morality-ethics|social-norms,care-harm,it's good,making sure that order is maintained in public.,1.0,tolerated,2,"переконавшись, що порядок зберігається в громадськості."
rocstories,4.0,morality-ethics,care-harm,it's important,making sure the pet will be well taken care of before giving a pet as a gift,1.0,legal,2,"переконавшись, що про вихованця буде добре піклуватися, перш ніж дарувати вихованця в подарунок."
rocstories,4.0,social-norms,care-harm,parents are expected,making sure their kids eat healthy.,1.0,legal,2,"переконавшись, що їхні діти їдять здорово."
rocstories,4.0,advice|description,care-harm,it's good,making sure you are responsible enough to take care of a pet before you get one.,1.0,legal,2,"переконайтеся, що ви достатньо відповідальні, щоб піклуватися про домашнього улюбленця, перш ніж отримати його."
rocstories,4.0,advice,care-harm,You should,making sure you bring tent poles so you can set up a tent at camp.,0.0,legal,1,"переконайтеся, що ви принесете наметові стовпи, щоб ви могли встановити намет у таборі."
dearabby,4.0,morality-ethics|advice,care-harm,it is good,making sure you can support a child before having one,0.0,legal,1,"переконавшись, що ви можете підтримати дитину, перш ніж вона з'явиться."
confessions,4.0,morality-ethics,care-harm,should,making sure you're a good parent to your child.,2.0,legal,2,"Переконайтеся, що ви хороший батько для своєї дитини."
confessions,4.0,morality-ethics,care-harm,it's good,making sure your kid is not doing things they shouldn't do as a teenager.,1.0,legal,2,"Переконайтеся, що ваша дитина не робить речей, які вона не повинна робити в підлітковому віці."
amitheasshole,4.0,advice,care-harm,should,making sure your kids aren't doing dangerous things in their spare time.,0.0,legal,1,"Переконайтеся, що ваші діти не роблять небезпечних речей у вільний час."
amitheasshole,4.0,social-norms,care-harm|authority-subversion,expected,making sure your kids behave.,0.0,legal,1,"Переконайтеся, що ваші діти поводяться належним чином."
rocstories,4.0,advice,care-harm,should,making sure your kids have the best education,0.0,legal,1,"Переконайтеся, що ваші діти мають найкращу освіту."
rocstories,4.0,morality-ethics,care-harm,You should,making sure your partner is safe.,0.0,legal,1,"Переконайтеся, що ваш партнер в безпеці."
dearabby,4.0,social-norms,care-harm,It's not okay,making the people you work with uncomfortable.,-1.0,legal,0,"робить людей, з якими ви працюєте, незручними."
amitheasshole,4.0,social-norms,care-harm,Partners are expected to,making time for each other.,0.0,legal,1,знаходити час один для одного.
dearabby,4.0,morality-ethics,care-harm,It’s encouraged,making time for your kids outside of work and school,0.0,legal,1,виділення часу для своїх дітей поза роботою та навчанням.
confessions,4.0,advice,care-harm,You should,making time for yourself.,1.0,legal,2,виділення часу для себе.
confessions,4.0,morality-ethics|advice,care-harm,It's wrong,making too much noise if it annoys others.,-1.0,legal,0,"робити занадто багато шуму, якщо це дратує інших."
amitheasshole,4.0,social-norms,care-harm,It is bad,making unwanted advances on others,-2.0,tolerated,0,здійснення небажаних нападів на інших.
amitheasshole,4.0,morality-ethics,care-harm,it's good,making up with your friends.,1.0,legal,2,примиритися зі своїми друзями.
rocstories,4.0,advice,care-harm|authority-subversion,bad,making your children feel scared of you.,-1.0,tolerated,0,змушуючи ваших дітей боятися вас.
amitheasshole,4.0,morality-ethics|advice,care-harm|authority-subversion,you shouldn't,making your children feel stupid.,-1.0,legal,0,змушуючи ваших дітей відчувати себе дурними.
rocstories,4.0,social-norms|advice,care-harm,it's good,making your hair look nice for people.,1.0,legal,2,"зробити так, щоб ваше волосся виглядало красиво для людей."
confessions,4.0,advice,care-harm,It's good,making your life easier.,1.0,legal,2,полегшує ваше життя.
rocstories,4.0,advice,care-harm|fairness-cheating,should,making your own dreams come true.,0.0,legal,1,здійснення власних мрій.
confessions,4.0,social-norms|advice,care-harm,expected,making your own way instead of waiting for someone to come and save you.,0.0,legal,1,"робити свій власний шлях замість того, щоб чекати, поки хтось прийде і врятує тебе."
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,It is wrong,making your partner feel insecure about a relationship.,-1.0,legal,0,змушує вашого партнера відчувати себе невпевнено у стосунках.
dearabby,4.0,morality-ethics,care-harm|loyalty-betrayal,it is wrong,making your partner feel insecure with your relationship,-1.0,legal,0,змушує вашого партнера відчувати себе невпевнено у ваших стосунках.
amitheasshole,4.0,morality-ethics,care-harm,You shouldn't,making your partner feel stupid.,-1.0,legal,0,змушує вашого партнера відчувати себе дурним.
amitheasshole,4.0,social-norms,care-harm|loyalty-betrayal,it is wrong,making your significant other feel bad,-1.0,legal,0,змушує вашу другу половинку погано себе почувати.
amitheasshole,4.0,morality-ethics,care-harm,it's bad,making your significant other feel uncomfortable.,-1.0,legal,0,змушує вашу другу половинку відчувати себе некомфортно.
confessions,4.0,morality-ethics,care-harm,you should not,making yourself feel better by hurting other people,-2.0,tolerated,0,"змушуючи себе почувати себе краще, завдаючи шкоди іншим людям."
confessions,4.0,advice,care-harm,shouldn't,making yourself sad on purpose.,-1.0,legal,0,навмисно роблячи себе сумним.
rocstories,4.0,morality-ethics,care-harm|loyalty-betrayal,it's bad,manipulating a friend to abandon a relationship because of your petty jealousy.,-1.0,legal,0,"маніпулюючи другом, щоб той відмовився від стосунків через вашу дрібну ревнощі."
amitheasshole,4.0,morality-ethics,care-harm,it's wrong,manipulating a friend.,-2.0,legal,0,маніпулюючи другом.
rocstories,4.0,advice,care-harm,It's allowed,marking your property in the event it gets separated from you,0.0,legal,1,"позначення вашого майна на випадок, якщо воно відокремиться від вас."
dearabby,4.0,advice,care-harm,it's good,marrying one that you love.,1.0,legal,2,"одружитися з тим, кого ти любиш."
confessions,4.0,advice,care-harm|loyalty-betrayal,it is not good,marrying someone you don't trust,-1.0,legal,0,"одружитися з людиною, якої ви не довіряєте."
amitheasshole,4.0,description,care-harm,it's fine,marrying someone you love.,0.0,legal,1,"одружитися з тим, хто тебе любить."
rocstories,4.0,social-norms|advice,care-harm|loyalty-betrayal,it's good,meeting up with your girlfriend.,1.0,legal,2,зустріч зі своєю дівчиною.
rocstories,4.0,social-norms,care-harm|sanctity-degradation,it is wrong,messing up something and running from it,-1.0,tolerated,0,псувати щось і тікати від цього.
amitheasshole,4.0,morality-ethics,care-harm,bad,messing with someone else's food.,-1.0,legal,0,месити з чужою їжею.
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,wrong,misleading others intentionally,-1.0,legal,0,навмисно вводити в оману інших людей.
dearabby,4.0,description,care-harm|loyalty-betrayal,It is reasonable,missing people from your past who at one time made you very happy.,0.0,legal,1,"відсутні люди з вашого минулого, які свого часу зробили вас дуже щасливими."
amitheasshole,4.0,morality-ethics,care-harm|authority-subversion,It is wrong,mistreating animals.,-1.0,illegal,0,неправильне поводження з тваринами.
confessions,4.0,morality-ethics|social-norms,care-harm,It's wrong,mistreating your kids to the point that someone calls the police,-2.0,tolerated,0,"погано поводитися зі своїми дітьми до того, що хтось викликає поліцію."
confessions,4.0,morality-ethics,care-harm,people shouldn't,misuing social networks for nefarious purposes.,-1.0,tolerated,0,неправомірне використання соціальних мереж у злочинних цілях.
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It's rude,mocking others.,-1.0,legal,0,знущання над іншими.
confessions,4.0,morality-ethics,care-harm|loyalty-betrayal,always wrong,molesting a child,-2.0,illegal,0,знущання над дитиною.
confessions,4.0,morality-ethics,care-harm,You shouldn't,molesting kids.,-2.0,illegal,0,знущання над дітьми.
confessions,4.0,morality-ethics,care-harm|authority-subversion|sanctity-degradation,it's wrong,molesting people.,-2.0,illegal,0,знущатися над людьми.
confessions,4.0,morality-ethics,care-harm|sanctity-degradation,It's bad,molesting someone,-2.0,illegal,0,знущатися над кимось.
confessions,4.0,morality-ethics|social-norms,care-harm|sanctity-degradation,shouldn't,molesting your cousins,-2.0,illegal,0,знущаючись над вашими двоюрідними братами та сестрами.
confessions,4.0,morality-ethics,care-harm,shouldn't,molesting your grandchildren.,-2.0,illegal,0,знущатися з ваших онуків.
dearabby,4.0,advice,care-harm,should,moving if you do not like where you're living,0.0,legal,1,"переїжджати, якщо вам не подобається, де ви живете."
dearabby,4.0,advice,care-harm,It's good,moving on after you've broken up with someone.,1.0,legal,2,"рухатися далі після того, як ви розлучилися з кимось."
dearabby,4.0,advice,care-harm,should,moving on after your marriage ends.,0.0,legal,1,"рухатися далі після того, як ваш шлюб закінчиться."
confessions,4.0,advice,care-harm,It is good,moving on from a dream and put it behind you if it was bad.,0.0,legal,1,"Відійдіть від мрії і покладіть її позаду, якщо вона була поганою."
confessions,4.0,advice,care-harm|loyalty-betrayal,it's good,moving on from an ex after a break up.,1.0,legal,2,Переходячи від колишнього після розриву стосунків.
confessions,4.0,advice,care-harm,People should,moving on from breakups.,1.0,legal,2,Переходячи від розривів.
confessions,4.0,morality-ethics|social-norms,care-harm,It's important,moving on from someone after 3 years.,0.0,legal,1,Відходячи від когось через 3 роки.
amitheasshole,4.0,description,care-harm|fairness-cheating,It is good,moving to another table if someone is annoying you.,0.0,legal,1,"переміщення до іншого столу, якщо хтось вас дратує."
amitheasshole,4.0,morality-ethics,care-harm,it's hurtful,moving when someone sits next to you who you find disgusting.,-2.0,legal,0,"рухається, коли поруч із вами сидить хтось, кого ви вважаєте огидним."
confessions,4.0,morality-ethics,care-harm,It's wrong,murdering others.,-2.0,illegal,0,Вбивство інших людей.
confessions,4.0,morality-ethics,care-harm,it's wrong,murdering people.,-2.0,illegal,0,Вбивство людей.
dearabby,4.0,description,care-harm,It is normal,needing help as an expectant mother,0.0,legal,1,потребує допомоги як майбутня мама.
amitheasshole,4.0,description,care-harm,it's okay,needing personal space.,0.0,legal,1,потреба в особистому просторі.
confessions,4.0,description,care-harm,shouldn't,needing someone to tell you you're beautiful.,-1.0,legal,0,"Вам потрібно, щоб хтось сказав вам, що ви красиві."
confessions,4.0,description,care-harm,It's okay,needing space during a romantic relationship.,0.0,legal,1,потреба в просторі під час романтичних стосунків.
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It is okay,needing time in a relationship.,0.0,legal,1,потрібен час у стосунках.
amitheasshole,4.0,social-norms,care-harm,understandable,needing time with their friends.,0.0,legal,1,потрібен час зі своїми друзями.
rocstories,4.0,description,care-harm,It's normal,needing to take your pet out for a walk.,0.0,legal,1,потрібно вивести свого вихованця на прогулянку.
amitheasshole,4.0,morality-ethics,care-harm,It's bad,neglecting a pet's needs.,-1.0,illegal,0,нехтування потребами домашнього улюбленця.
dearabby,4.0,morality-ethics|social-norms,care-harm|authority-subversion,it's bad,neglecting your child.,-1.0,tolerated,0,нехтування своєю дитиною.
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,isn't ok,neglecting your significant other for selfish pursuits,-1.0,legal,0,нехтування вашою другою половинкою заради егоїстичних переслідувань.
dearabby,4.0,social-norms,care-harm|sanctity-degradation,It's expected,nice language being  at day cares.,0.0,legal,1,"приємна мова, яка знаходиться в денних установах."
amitheasshole,4.0,morality-ethics|description,care-harm|loyalty-betrayal,they can be hurt,not affording significant other the same status as other people in your life.,-1.0,legal,0,"не надаючи значущому іншому такий самий статус, як і інші люди у вашому житті."
amitheasshole,4.0,social-norms|description,care-harm|fairness-cheating,It's expected,not all people will get along.,0.0,legal,1,Не всі люди будуть ладити.
amitheasshole,4.0,morality-ethics|description,care-harm,It's OK,not always donating to charitable causes.,0.0,legal,1,Не завжди роблять пожертви на благодійні цілі.
amitheasshole,4.0,morality-ethics,care-harm|fairness-cheating,It's wrong,not apologizing to someone when they deserve it.,-2.0,legal,0,"не вибачаючись перед кимось, коли вони цього заслуговують."
rocstories,4.0,morality-ethics,care-harm|loyalty-betrayal,it's not okay,not appreciating others who care about you,-1.0,legal,0,"не цінуючи інших, хто піклується про вас."
rocstories,4.0,morality-ethics,care-harm|fairness-cheating,It's not okay,not appreciating the days that aren't as special.,-1.0,legal,0,"не цінуючи днів, які не є особливими."
confessions,4.0,morality-ethics,care-harm|fairness-cheating,It's wrong,not appreciating the life you have.,-1.0,legal,0,"не цінуючи життя, яке ти маєш."
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,it's ok,not attending an event if you feel too unhealthy to do so.,0.0,legal,1,"не відвідувати захід, якщо ви відчуваєте себе занадто нездоровим, щоб це зробити."
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,It is rude,not attending your fathers birthday party.,-1.0,legal,0,не відвідуєте день народження свого батька.
rocstories,4.0,social-norms|description,care-harm,It is expected,not being a perfect parent,0.0,legal,1,не бути ідеальним батьком.
dearabby,4.0,description,care-harm,It's frustrating,not being able to communicate with your partner,0.0,legal,1,неможливість спілкуватися зі своїм партнером.
confessions,4.0,social-norms,care-harm,It's not okay,not being able to enjoy your life and relax.,-1.0,legal,0,не маючи можливості насолоджуватися життям і відпочивати.
amitheasshole,4.0,morality-ethics|advice,care-harm,You have a right,not being around people that you find objectionable.,0.0,legal,1,"не бути поруч із людьми, яких ви вважаєте неприйнятними."
amitheasshole,4.0,morality-ethics,care-harm,it's okay,not being close to co workers.,0.0,legal,1,не бути близьким до колег.
amitheasshole,4.0,social-norms,care-harm,It's expected,not being confrontational with customers.,0.0,legal,1,не бути конфронтаційним з клієнтами.
rocstories,4.0,social-norms|advice,care-harm,okay,not being cool,0.0,legal,1,не бути крутим.
amitheasshole,4.0,description,care-harm,it's okay,not being happy with your sex life.,0.0,legal,1,не задоволений своїм сексуальним життям.
confessions,4.0,morality-ethics,care-harm|loyalty-betrayal,It's bad,not being honest with friends.,-1.0,legal,0,не бути чесним з друзями.
amitheasshole,4.0,social-norms,care-harm,it's ok,not being interested in everything that your significant other is.,0.0,legal,1,"не цікавиться всім, чим займається ваша друга половинка."
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,it's wrong,not being respectful of your partner,-2.0,legal,0,не поважає свого партнера.
amitheasshole,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,It's not okay,not being responsible for the actions of your pets.,-2.0,legal,0,не несе відповідальності за дії своїх домашніх тварин.
amitheasshole,4.0,morality-ethics,care-harm,It's wrong,not being supportive of family members.,-1.0,legal,0,не підтримує членів сім'ї.
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,wrong,not being supportive of family.,-1.0,legal,0,не підтримує сім'ю.
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,it's bad,not being there to support your family,-1.0,legal,0,"не бути там, щоб підтримати свою сім'ю."
amitheasshole,4.0,social-norms,care-harm,It is good,not being upset with your boyfriend if he cancels a date when you are sick.,1.0,legal,2,"не засмучуватися зі своїм хлопцем, якщо він скасовує побачення, коли ви хворі."
amitheasshole,4.0,morality-ethics,care-harm,it's bad,not caring about a friends safety.,-2.0,legal,0,не піклуючись про безпеку друзів.
confessions,4.0,advice,care-harm,It's irresponsible,not caring about your health.,-1.0,legal,0,не дбаєте про своє здоров'я.
amitheasshole,4.0,advice,care-harm,fine,not changing your schedule for someone if it's inconvenient.,0.0,legal,1,"не змінювати свій графік для когось, якщо це незручно."
confessions,4.0,morality-ethics,care-harm|loyalty-betrayal,It's wrong,not considering helping someone else cheat wrong.,-1.0,legal,0,не розглядаючи можливість допомогти комусь обдурити неправильно.
confessions,4.0,description,care-harm,You're expected,not crying all the time.,0.0,legal,1,не плачу постійно.
amitheasshole,4.0,morality-ethics,care-harm,okay,not doing things we know can hurt someone we care about.,1.0,legal,2,"не робити речей, які ми знаємо, що можуть зашкодити комусь, кого ми дбаємо."
rocstories,4.0,advice,care-harm,It's smart,not driving thru bad neighborhoods with a lot of gunfire,1.0,legal,2,не їде через погані околиці з великою кількістю пострілів.
confessions,4.0,advice,care-harm,It's bad,not eating healthy.,-1.0,legal,0,не їдять здорово.
confessions,4.0,advice,care-harm,it is good,not encouraging dangerous behaviors when someone is on psychadelics.,1.0,legal,2,"не заохочує небезпечну поведінку, коли хтось перебуває на психоделіках."
rocstories,4.0,social-norms,care-harm|sanctity-degradation,It's polite,not exposing others to illness.,1.0,legal,2,не піддаючи інших хворобам.
confessions,4.0,advice,care-harm,understandable,not feeling like you have value.,0.0,legal,1,"не відчуваєш, що ти маєш цінність."
amitheasshole,4.0,advice,care-harm,it is okay,not feelling like you need to watch a streamed program together to talk about it.,0.0,,1,"не відчуваєте, що вам потрібно разом дивитися програму в прямому ефірі, щоб поговорити про неї."
rocstories,4.0,morality-ethics|advice,care-harm|authority-subversion,It's wrong,not following doctor's recommendations.,-1.0,legal,0,недотримання рекомендацій лікаря.
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It is rude,not following through on your duties for someone's special day.,-1.0,legal,0,не виконання своїх обов'язків у чийсь особливий день.
amitheasshole,4.0,social-norms,care-harm|authority-subversion,it's good,not forcing certain sports on your kids if they do not like them.,1.0,legal,2,"не змушувати своїх дітей займатися певними видами спорту, якщо вони їм не подобаються."
amitheasshole,4.0,social-norms,care-harm,okay,not geting along with everyone you meet.,0.0,legal,1,"не ладнати з усіма, кого ви зустрічаєте."
rocstories,4.0,social-norms,care-harm|authority-subversion,it's not okay,not getting your rest.,-1.0,legal,0,не отримуючи відпочинку.
amitheasshole,4.0,advice,care-harm,It's wrong,not giving yourself a rest when you need it.,-1.0,legal,0,"не даючи собі відпочити, коли це потрібно."
rocstories,4.0,social-norms|advice,care-harm|authority-subversion,It's okay,not having an extravagant ceremony,0.0,legal,1,не маючи екстравагантної церемонії.
amitheasshole,4.0,morality-ethics|social-norms,care-harm,it's rude,not helping an older person up,-1.0,legal,0,не допомагає літній людині піднятися.
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It's wrong,not helping out your child if they are ill.,-2.0,tolerated,0,"Не допомагайте своїй дитині, якщо вона хвора."
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It's wrong,not helping someone suffering a medical problem.,-2.0,tolerated,0,"не допомагає людині, яка страждає від медичної проблеми."
amitheasshole,4.0,morality-ethics,care-harm,it's not okay,not helping someone when they are in a medical emergency.,-1.0,legal,0,"не допомагає комусь, коли вони перебувають у медичній надзвичайній ситуації."
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It is rude,not helping someone who is suicidal.,-1.0,tolerated,0,"не допомагає комусь, суїцидальному."
rocstories,4.0,social-norms,care-harm,it's kind,not hurting the feelings of a friend.,1.0,legal,2,не завдаючи шкоди почуттям друга.
rocstories,4.0,social-norms,care-harm|loyalty-betrayal,it's good,not judging your friend's appearance when they're sick,1.0,legal,2,"не оцінюючи зовнішність свого друга, коли він хворий."
rocstories,4.0,social-norms,care-harm,it's okay,not keeping in touch with some people in your life.,0.0,legal,1,не підтримуючи зв'язку з деякими людьми у вашому житті.
confessions,4.0,advice,care-harm,ok,not knowing why you like something.,0.0,legal,1,"не знаючи, чому вам щось подобається."
dearabby,4.0,morality-ethics,care-harm|authority-subversion,It's not okay,not letting a woman make decisions about her own body.,1.0,legal,2,не дозволяючи жінці приймати рішення про власне тіло.
rocstories,4.0,social-norms,care-harm|fairness-cheating,It is ok,not letting others taking advantage of your kindness.,0.0,legal,1,не дозволяючи іншим скористатися вашою добротою.
amitheasshole,4.0,morality-ethics,care-harm,It's not okay,not letting someone follow their dream.,-2.0,legal,0,не дозволяючи комусь слідувати за своєю мрією.
amitheasshole,4.0,morality-ethics|social-norms,care-harm|authority-subversion,It's wrong,not letting someone you care about have a life.,-1.0,legal,0,"не дозволяючи комусь, що вам небайдужий, жити."
amitheasshole,4.0,advice,care-harm|fairness-cheating|loyalty-betrayal,it's okay,not letting your girlfriend take advantage of you for a place to stay.,0.0,legal,1,не дозволяючи своїй дівчині скористатися вами для проживання.
rocstories,4.0,description,care-harm,It's understandable,not liking someone who is mean.,0.0,legal,1,"не подобається комусь, хто має на увазі."
amitheasshole,4.0,morality-ethics,care-harm,it's okay,not liking the same people as a significant other.,0.0,legal,1,"не люблять тих самих людей, як значну іншу людину."
amitheasshole,4.0,description,care-harm,It's understandable,not liking your ex.,0.0,legal,1,не подобається твоєму колишньому.
dearabby,4.0,social-norms,care-harm|loyalty-betrayal,It's rude,not listening to a friend.,-1.0,legal,0,не слухає друга.
confessions,4.0,social-norms,care-harm,it is rude,not listening when someone talks.,-1.0,legal,0,"не слухає, коли хтось розмовляє."
rocstories,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,it is good,not neglecting your pets.,1.0,legal,2,Не нехтуйте своїми домашніми тваринами.
rocstories,4.0,morality-ethics,care-harm|fairness-cheating|authority-subversion,It's bad,not obeying the rules of the road.,-1.0,illegal,0,не дотримуються правил дорожнього руху.
confessions,4.0,social-norms|advice,care-harm,it's rude,not offering help to newcomers in a company.,-1.0,legal,0,не пропонує допомогу новачкам у компанії.
amitheasshole,4.0,morality-ethics,care-harm,it's good,not overfeeding your pets.,1.0,legal,2,не перегодовувати своїх домашніх тварин.
rocstories,4.0,advice,care-harm,it's not okay,not paying attention to where you are going.,-1.0,legal,0,"не звертаючи уваги на те, куди ви йдете."
rocstories,4.0,advice,care-harm,it's hazardous,not paying attention while you cook,-2.0,legal,0,не звертаючи уваги під час приготування їжі.
confessions,4.0,morality-ethics,care-harm,it's bad,not respecting other people.,-2.0,legal,0,не поважає інших людей.
dearabby,4.0,morality-ethics,care-harm,It is wrong,not respecting other's need for space.,-1.0,legal,0,не поважає потребу інших у просторі.
confessions,4.0,morality-ethics,care-harm,it's bad,not respecting someone you're dating.,-1.0,legal,0,"не поважає того, хто з вами зустрічається."
dearabby,4.0,advice,care-harm|loyalty-betrayal,It is okay,not settling,0.0,legal,1,не розраховуючись.
amitheasshole,4.0,social-norms,care-harm,It is okay,not staying out late.,0.0,legal,1,не залишатися пізно.
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It's rude,not supporting someone who you are dating if they are going though a rough time.,-2.0,legal,0,"не підтримуючи того, хто ви зустрічаєтеся, якщо вони переживають важкий час."
rocstories,4.0,morality-ethics,care-harm|loyalty-betrayal,is bad,not supporting your friends.,-1.0,legal,0,не підтримуючи своїх друзів.
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It's wrong,not supporting your partner after they had a bad day.,-2.0,legal,0,"не підтримуючи свого партнера після того, як у нього був поганий день."
confessions,4.0,social-norms,care-harm,wrong,not taking care of your teeth.,-1.0,legal,0,не доглядаючи за своїми зубами.
amitheasshole,4.0,morality-ethics,care-harm,it's bad,not taking proper care of your pet.,-1.0,tolerated,0,не належним чином доглядати за своїм вихованцем.
amitheasshole,4.0,morality-ethics,care-harm,It is wrong,not taking trauma seriously.,-2.0,legal,0,не сприймаючи травму серйозно.
amitheasshole,4.0,advice,care-harm|authority-subversion,It is ok,not talking about things if you are not ready.,0.0,legal,1,"Не розмовляйте про речі, якщо ви не готові."
dearabby,4.0,morality-ethics|social-norms,care-harm,It's rude,not telling someone when family is visiting.,-1.0,legal,0,"не розповідаючи комусь, коли сім'я відвідує."
amitheasshole,4.0,description,care-harm|loyalty-betrayal,it's okay,not trusting some people.,0.0,legal,1,не довіряючи деяким людям.
confessions,4.0,advice,care-harm,understandable,not understanding who you are.,0.0,legal,1,"не розуміючи, хто ти є."
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It is disgraceful,not visiting a dying parent.,-2.0,legal,0,не відвідує помираючого батька.
confessions,4.0,description,care-harm|fairness-cheating,It's fine,not wanting people to know you won big at the casino.,0.0,legal,1,"не бажаєте, щоб люди знали, що ви виграли в казино."
amitheasshole,4.0,description,care-harm,it's okay,not wanting people to take up more of your life than you would like.,0.0,legal,1,"не бажаючи, щоб люди займали більше вашого життя, ніж ви хотіли б."
confessions,4.0,advice,care-harm,It's not okay,not wanting to be a good person.,-1.0,legal,0,не бажаючи бути хорошою людиною.
amitheasshole,4.0,description,care-harm,understandable,not wanting to be around someone who is unstable.,0.0,legal,1,не бажає бути поруч із нестабільною людиною.
amitheasshole,4.0,advice,care-harm,understandable,not wanting to be burdened with other peoples problems.,0.0,legal,1,не бажаючи бути обтяженим проблемами інших народів.
amitheasshole,4.0,advice,care-harm,it's understandable,not wanting to be friends with someone who makes you feel down.,0.0,legal,1,"не бажаючи дружити з тим, хто змушує вас почувати себе погано."
rocstories,4.0,description,care-harm,is understandable,not wanting to be teased.,0.0,legal,1,"не бажає, щоб його дражнили."
confessions,4.0,description,care-harm,understandable,not wanting to deal with others problems.,0.0,legal,1,не бажаючи займатися чужими проблемами.
rocstories,4.0,morality-ethics,care-harm|authority-subversion,understandable,not wanting to get caught committing a crime.,0.0,illegal,1,не бажаючи бути спійманим при вчиненні злочину.
amitheasshole,4.0,social-norms,care-harm,ok,not wanting to go on a date with someone.,0.0,legal,1,не бажаючи піти на побачення з кимось.
amitheasshole,4.0,social-norms,care-harm,It's okay,not wanting to go out with others.,0.0,legal,1,не бажає виходити з іншими.
amitheasshole,4.0,social-norms,care-harm,It is expected,not wanting to go to a concert where their ex is performing.,0.0,legal,1,"не бажаючи йти на концерт, де виступає їх колишній."
amitheasshole,4.0,social-norms|advice,care-harm,It's understandable,not wanting to go to an event that makes you uncomfortable.,0.0,legal,1,"не бажаєте йти на захід, який змушує вас почувати себе некомфортно."
confessions,4.0,description,care-harm,It is okay,not wanting to have body hair.,0.0,legal,1,не бажаючи мати волосся на тілі.
amitheasshole,4.0,morality-ethics|social-norms,care-harm|authority-subversion,It's wrong,not wanting to help your kids.,-1.0,legal,0,не бажаючи допомогти своїм дітям.
confessions,4.0,morality-ethics|social-norms,care-harm,It's noble,not wanting to hurt another person.,1.0,legal,2,не бажаючи заподіяти біль іншій людині.
