area,rot-agree,rot-categorization,rot-moral-foundations,rot-judgment,action,action-moral-judgment,action-legal,label
amitheasshole,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,it's wrong,killing innocent animals,-2.0,illegal,0
amitheasshole,4.0,morality-ethics,care-harm,it's wrong,killing living things,-2.0,illegal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm,it's evil,killing people and distributing their belongings.,-2.0,illegal,0
confessions,4.0,morality-ethics|social-norms,care-harm|authority-subversion,shouldn't,killing people.,-2.0,illegal,0
rocstories,4.0,morality-ethics,care-harm,it's wrong,killing someone.,-2.0,illegal,0
rocstories,3.0,morality-ethics,care-harm,It's wrong to,killing things.,-2.0,tolerated,0
confessions,3.0,morality-ethics,care-harm,It's allowed,killing yourself at any age you'd like.,-1.0,legal,0
confessions,4.0,morality-ethics|advice,care-harm,shouldn't,killing yourself.,-1.0,tolerated,0
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,It is bad,kissing someone else's significant other.,-1.0,legal,0
amitheasshole,3.0,morality-ethics,care-harm,It is wrong,kissing someone just to make a friend jealous.,-2.0,legal,0
amitheasshole,3.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,it's wrong,kissing someone when you are involved with someone else,-1.0,legal,0
rocstories,4.0,description,care-harm,It's pleasurable,kissing someone you desire,1.0,tolerated,2
amitheasshole,3.0,advice,care-harm,it's okay,kissing your best friend if you are dating them.,0.0,legal,1
amitheasshole,3.0,social-norms,care-harm,you should,knocking on a closed door when you are sharing a bathroom with someone.,0.0,legal,1
rocstories,3.0,social-norms,care-harm,You should,knocking on someone's door to make sure they are home.,1.0,legal,2
rocstories,3.0,morality-ethics,care-harm,You shouldn't,knocking people out.,-2.0,illegal,0
confessions,3.0,morality-ethics,care-harm,it's wrong,knocking someone out,-2.0,tolerated,0
rocstories,3.0,social-norms,care-harm|loyalty-betrayal|authority-subversion,It's expected,knowing a person well before you surprise them.,0.0,legal,1
confessions,4.0,social-norms,care-harm|loyalty-betrayal,It's good,knowing about your mother.,1.0,legal,2
rocstories,3.0,description,care-harm,it's good,knowing all the features of one's phone.,1.0,legal,2
rocstories,3.0,social-norms|advice,care-harm,It's good,knowing how to cook new things.,1.0,legal,2
amitheasshole,3.0,description,care-harm,It's good,knowing how to drive a car.,1.0,legal,2
confessions,4.0,advice|description,care-harm,it's good,knowing that your life is going in the right direction.,0.0,legal,1
amitheasshole,3.0,social-norms,care-harm,should,knowing the names of people you work with,0.0,legal,1
amitheasshole,4.0,advice,care-harm,It's good,knowing what kind of person is good for you as a partner.,0.0,legal,1
rocstories,3.0,social-norms,care-harm,it is expected,knowing what their child would like as a gift.,0.0,legal,1
confessions,4.0,advice,care-harm,It's good,knowing what things will help you advance in your life.,1.0,legal,2
confessions,4.0,advice|description,care-harm|sanctity-degradation,It's good,knowing what you did was wrong.,1.0,legal,2
dearabby,3.0,advice,care-harm,okay,knowing what you want from a partner.,0.0,legal,1
rocstories,3.0,advice,care-harm,It's good,knowing what your friend likes.,1.0,legal,2
rocstories,3.0,social-norms,care-harm,expected,knowing what your friend prefers on their birthday.,0.0,legal,1
confessions,3.0,advice,care-harm,it's good,knowing when you have a problem.,1.0,legal,2
rocstories,4.0,social-norms|advice,care-harm|loyalty-betrayal,it's good,knowing your kids' favorite things.,1.0,legal,2
rocstories,3.0,advice,care-harm,It's good,knowing your limits with things.,0.0,legal,1
rocstories,3.0,advice,care-harm,It is wise,knowing your own limits and not doing too much.,0.0,legal,1
rocstories,3.0,morality-ethics|social-norms,care-harm,should,knowing your own physical limits.,0.0,legal,1
rocstories,4.0,advice,care-harm,It's good,knowing yourself,1.0,legal,2
rocstories,3.0,advice,care-harm,isn't ok,knowingly doing something that makes an injury worse.,-1.0,legal,0
rocstories,3.0,morality-ethics,care-harm,its mean,knowingly doing something that others will not like.,-1.0,legal,0
dearabby,3.0,morality-ethics|social-norms,care-harm|fairness-cheating,It is rude,lashing out in anger at people,-2.0,legal,0
rocstories,3.0,,care-harm,rude,laughing at other people.,-1.0,legal,0
rocstories,3.0,morality-ethics,care-harm,hurtful,laughing at others or singling them out,-1.0,legal,0
rocstories,3.0,advice,care-harm,You shouldn't,laughing at people,-1.0,legal,0
rocstories,4.0,morality-ethics|social-norms,care-harm,shouldn't,laughing at people.,-1.0,legal,0
rocstories,3.0,morality-ethics,care-harm,not okay,laughing at someone else's lack of knowledge.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,it is not nice,laughing at someone expense.,-2.0,legal,0
amitheasshole,4.0,social-norms,care-harm,It is wrong,laughing at someone that is crying.,-1.0,legal,0
rocstories,3.0,advice,care-harm,it is smart,laying down for the rest of the day when you have dental work done,1.0,legal,2
dearabby,4.0,advice,care-harm,It's good,laying out a logical solution to one's fears,1.0,legal,2
dearabby,3.0,morality-ethics|social-norms,care-harm|fairness-cheating,You shouldn't,laying some financial burden on your parents,-2.0,legal,0
confessions,4.0,morality-ethics,care-harm,It's awful,leading on multiple women by telling them all that you're in love with them.,-1.0,legal,0
confessions,3.0,morality-ethics,care-harm|fairness-cheating,It's wrong,leading others on,-1.0,legal,0
amitheasshole,3.0,social-norms,care-harm|fairness-cheating,it's not good,leading someone on,-2.0,legal,0
dearabby,3.0,morality-ethics|advice,care-harm|sanctity-degradation,It's unacceptable,leading someone on just to get in their pants.,-1.0,legal,0
amitheasshole,3.0,morality-ethics,care-harm,It's bad,leading someone on when you aren't interested in pursuing a relationship.,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm|loyalty-betrayal,You shouldn't,leading someone on when you have no interest in them.,-1.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm,it's unkind,leading someone on who has romantic feelings for you.,-1.0,legal,0
confessions,3.0,morality-ethics,care-harm,It's wrong,leading someone on with false feelings,-1.0,legal,0
confessions,3.0,morality-ethics,care-harm,It's bad,leading someone on.,-1.0,legal,0
confessions,4.0,morality-ethics|social-norms,care-harm|fairness-cheating|loyalty-betrayal,It's wrong,leading your significant other to believe something that's not true.,-1.0,legal,0
confessions,3.0,advice,care-harm,It's good,learn new things about the world around you.,2.0,legal,2
rocstories,3.0,advice,care-harm,It is good,learning about fish before buying them.,0.0,legal,1
confessions,3.0,description,care-harm,It is normal,learning and growing as a person as you age.,0.0,legal,1
rocstories,3.0,morality-ethics|advice,care-harm,You should,learning as much as you can about a subject when you are very interested.,0.0,legal,1
rocstories,3.0,advice,care-harm,It's good,learning from things that don't go right.,1.0,legal,2
confessions,3.0,advice,care-harm|fairness-cheating,You should,learning from your mistakes so you don't get your heart broken again.,0.0,legal,1
rocstories,3.0,advice,care-harm,it's good,learning from your past mistakes when it comes to inhaling substances which irritate your lungs.,0.0,legal,1
confessions,3.0,advice,care-harm,expected,learning from your past mistakes.,0.0,legal,1
dearabby,4.0,advice,care-harm,It's good,learning how to control your temper.,0.0,legal,1
confessions,3.0,advice,care-harm,It's wise,learning how to follow instructions to use a social media site.,0.0,legal,1
dearabby,3.0,advice,care-harm,It is smart,learning how to handle a gun safely.,0.0,legal,1
confessions,3.0,advice,care-harm,you should,learning how to make friends if you are unable to,0.0,legal,1
rocstories,4.0,social-norms,care-harm,People are expected,learning how to tie their shoes.,1.0,legal,2
dearabby,3.0,advice,care-harm|sanctity-degradation,it's important,learning moderation when using substances.,0.0,legal,1
rocstories,3.0,social-norms|advice,care-harm|sanctity-degradation,It's good,learning new skills,1.0,legal,2
confessions,4.0,advice,care-harm,It is good,learning new things.,1.0,legal,2
rocstories,3.0,social-norms|advice,care-harm,it's good,learning something and putting it to use.,1.0,legal,2
dearabby,3.0,description,care-harm|loyalty-betrayal,it's good,learning that others are attracted to you.,1.0,legal,2
amitheasshole,3.0,morality-ethics|social-norms,care-harm,You should,learning to be more respectful of new employees.,0.0,legal,1
amitheasshole,3.0,advice,care-harm,you should,learning to control your drinking habits.,1.0,legal,2
confessions,3.0,social-norms|advice,care-harm,should,learning to overcome your own depression,1.0,legal,2
amitheasshole,3.0,morality-ethics,care-harm|authority-subversion,you should,learning to respect your parents in law.,1.0,legal,2
amitheasshole,3.0,morality-ethics,care-harm|loyalty-betrayal,wrong,leaving a friend with out giving them good reason.,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm|loyalty-betrayal,It's expected,leaving a friendship that is no longer mutual.,0.0,legal,1
amitheasshole,3.0,social-norms|advice,care-harm|loyalty-betrayal,it's fine,leaving a group that is disrespecting you.,0.0,legal,1
dearabby,4.0,advice,care-harm|loyalty-betrayal,it's good,leaving a legacy for your family.,1.0,legal,2
dearabby,3.0,advice,care-harm,It's ok,leaving a loveless marriage.,0.0,legal,1
dearabby,3.0,morality-ethics|advice,care-harm,It's good,leaving a mark.,-2.0,tolerated,0
rocstories,3.0,advice,care-harm,shouldn't,leaving a motorcycle on alone.,-1.0,legal,0
dearabby,4.0,morality-ethics|advice,care-harm,It's good,leaving a partner who is abusive,1.0,legal,2
amitheasshole,4.0,social-norms,care-harm|loyalty-betrayal,It's OK,leaving a relationship if it's not working out.,0.0,legal,1
confessions,4.0,social-norms|advice,care-harm,okay,leaving a relationship if you are unhappy.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm,it's okay,leaving a restaurant if you aren't feeling well,0.0,legal,1
rocstories,4.0,social-norms|description,care-harm,It is bad,leaving a roof in disrepair.,-1.0,legal,0
rocstories,3.0,advice,care-harm,it's not okay,leaving a situation unresolved.,-1.0,legal,0
amitheasshole,3.0,morality-ethics,care-harm,It's wrong,leaving a vulnerable person to their own devices,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm,it is ok,leaving a wedding early if there is an emergency.,1.0,legal,2
rocstories,4.0,morality-ethics|social-norms,care-harm,It is irresponsible,leaving a young child alone playing with their toys.,-1.0,tolerated,0
confessions,3.0,social-norms,care-harm|loyalty-betrayal,it's fine,leaving an abusive relationship with your family.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,it's ok,leaving an abusive relationship.,1.0,legal,2
dearabby,3.0,social-norms|advice,care-harm|fairness-cheating,It is bad,leaving behind a mess.,-1.0,legal,0
amitheasshole,3.0,morality-ethics,care-harm|fairness-cheating,It's encouraged,leaving donated items for the people who need them most.,1.0,legal,2
confessions,3.0,social-norms,care-harm,it's expected,leaving ex partners in the past,0.0,legal,1
dearabby,3.0,social-norms,care-harm,it's bad,leaving family,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,you should,leaving harmless animals to their business.,1.0,legal,2
rocstories,4.0,advice,care-harm,It's bad,leaving ice cream in a hot car.,-1.0,legal,0
dearabby,3.0,morality-ethics,care-harm,It's cruel,leaving one of your children out of your will,-2.0,legal,0
amitheasshole,3.0,morality-ethics,care-harm,it's not okay,leaving out family members from important aspects of our lives.,-1.0,legal,0
rocstories,3.0,social-norms|advice,care-harm|loyalty-betrayal,It is ok,leaving quickly when you are in a hurry.,0.0,legal,1
amitheasshole,3.0,morality-ethics,care-harm,it's cruel,leaving rabbits outside in the cold all winter.,-2.0,legal,0
amitheasshole,3.0,advice,care-harm,It's okay,leaving some chores for the people you live with to do.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,It is dangerous,leaving someone outside without shoes or a way to get help if they need it.,-1.0,legal,0
confessions,3.0,morality-ethics,care-harm,You should,leaving someone who abuses you.,0.0,legal,1
confessions,3.0,advice,care-harm|loyalty-betrayal,should,leaving someone who hits you.,0.0,legal,1
dearabby,3.0,advice,care-harm,should,leaving someone you aren't happy with.,0.0,legal,1
rocstories,4.0,social-norms,care-harm,It's inconsiderate,leaving someone's vase in shambles for them to find.,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm,it's wrong,leaving something for someone else to take care of that they didn't want to.,-1.0,legal,0
rocstories,4.0,social-norms,care-harm,It looks silly,leaving tags on new clothes.,-1.0,legal,0
confessions,3.0,advice,care-harm,It's okay,leaving the lamp on while you sleep if it comforts you,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,it's unnacceptable,leaving the little kids of your family member's friend unattended.,-2.0,tolerated,0
rocstories,4.0,morality-ethics,care-harm,It's wrong and dangerous,leaving the oven on and forgeting about it,-1.0,legal,0
dearabby,4.0,advice,care-harm,It's good,leaving the past behind and moving on.,1.0,legal,2
rocstories,4.0,morality-ethics|advice,care-harm|sanctity-degradation,It is bad,leaving the scene of an accident.,-2.0,illegal,0
amitheasshole,3.0,morality-ethics,care-harm|authority-subversion,it's rude,leaving to avoid a significant others family.,-1.0,legal,0
rocstories,3.0,morality-ethics,care-harm,its wrong,leaving toxic comments for strangers on the internet.,-1.0,legal,0
rocstories,3.0,advice,care-harm,You shouldn't,leaving valuables in your car.,-1.0,legal,0
dearabby,4.0,morality-ethics,care-harm,shouldn't,leaving your aging and sick parents at home all alone.,-2.0,legal,0
dearabby,4.0,morality-ethics|social-norms,care-harm,It's wrong,leaving your baby somewhere,-1.0,illegal,0
confessions,3.0,advice,care-harm,you shouldn't,leaving your car at your workplace when you go out of town.,-1.0,legal,0
confessions,4.0,advice,care-harm|fairness-cheating,You shouldn't,leaving your car keys at your office,-1.0,legal,0
dearabby,3.0,social-norms,care-harm|fairness-cheating|loyalty-betrayal,it's expected,leaving your children everything in your will,0.0,legal,1
dearabby,4.0,morality-ethics|advice,care-harm,You should not,leaving your children unattended in a public place,-2.0,tolerated,0
rocstories,3.0,advice,care-harm,shouldn't,leaving your class project until the last minute,-1.0,legal,0
amitheasshole,4.0,advice,care-harm,shouldn't,leaving your dog in your car.,-1.0,tolerated,0
dearabby,3.0,morality-ethics|advice,care-harm|loyalty-betrayal,you should,leaving your home if you have an abusive home life,0.0,legal,1
rocstories,3.0,advice,care-harm,It's good,leaving your keys in an area you will always remember.,1.0,legal,2
amitheasshole,3.0,morality-ethics,care-harm|loyalty-betrayal,You shouldn't,leaving your partner alone when a snowstorm is about to happen.,-1.0,legal,0
confessions,3.0,advice,care-harm|loyalty-betrayal,should,leaving your partner if you are unhappy.,1.0,legal,2
confessions,3.0,advice,care-harm|loyalty-betrayal,It's mean,leaving your partner.,0.0,legal,1
rocstories,3.0,morality-ethics,care-harm,It's wrong,leaving your pets unattended for too long.,-1.0,legal,0
amitheasshole,3.0,social-norms|advice,care-harm|authority-subversion,You shouldn't,leaving your possessions in the way of someone else.,-1.0,legal,0
rocstories,4.0,morality-ethics|social-norms,care-harm|authority-subversion,shouldn't,leaving your young child home alone,-1.0,tolerated,0
confessions,4.0,social-norms|advice,care-harm,It's good,lending an ear when someone needs to vent.,1.0,legal,2
rocstories,3.0,advice,care-harm,should,lending money to people that need your help.,1.0,legal,2
confessions,4.0,advice,care-harm|fairness-cheating,shouldn't,lending your bike to people who won't keep it secure.,-1.0,legal,0
amitheasshole,4.0,advice,care-harm,shouldn't,lending your car to people who shouldn't be driving,-1.0,tolerated,0
amitheasshole,3.0,morality-ethics|advice,care-harm,You should,lending your things to your family members when they are in need.,1.0,legal,2
rocstories,3.0,advice,care-harm,it is risky,letting a kitten play with grown dogs.,-1.0,legal,0
confessions,3.0,advice,care-harm,You shouldn't,letting a mental health disorder cause problems within a relationship.,0.0,legal,1
dearabby,3.0,advice,care-harm|loyalty-betrayal,it's bad,letting a past relationship continue to affect you.,-1.0,legal,0
amitheasshole,3.0,social-norms,care-harm|sanctity-degradation,it is wrong,letting a patient think that you are upset with them.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,It's bad,letting a racist colleague do evil things while you stand by.,-2.0,legal,0
confessions,3.0,advice,care-harm,It is dangerous,letting addictions take over your life.,-1.0,legal,0
confessions,4.0,advice,care-harm,It's not okay,letting an addiction rule your life.,-1.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It is rude,letting an elderly person fall.,-2.0,tolerated,0
confessions,3.0,advice,care-harm,shouldn't,letting an injury or being homebound make you feel down.,-1.0,legal,0
dearabby,3.0,morality-ethics,care-harm|fairness-cheating,shouldn't,letting assault go unpunished.,-1.0,tolerated,0
rocstories,3.0,advice,care-harm,you shouldn't,letting bad news get you down,-1.0,legal,0
confessions,3.0,advice,care-harm,it's okay,letting bad things make you stronger.,0.0,legal,1
dearabby,3.0,social-norms,care-harm|authority-subversion,it's good,letting children be responsible for their own education,1.0,legal,2
dearabby,3.0,social-norms|advice,care-harm,it's not good,letting children do dangerous things,-1.0,tolerated,0
rocstories,4.0,morality-ethics,care-harm,shouldn't,letting customers buy things if they don't have the funds.,-1.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,{},letting customers walk out on the bill.,-1.0,tolerated,0
amitheasshole,3.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,should never,letting dogs be neglected and alone.,-1.0,tolerated,0
confessions,3.0,advice,care-harm,shouldn't,letting fear control your life.,-1.0,legal,0
confessions,3.0,advice,care-harm,You shouldn't,letting fear keep you from doing what you want.,-1.0,legal,0
rocstories,3.0,advice,care-harm,you shouldn't,letting fear prevent you from sleeping,-1.0,legal,0
confessions,3.0,advice,care-harm,shouldn't,letting fear take over your life,-1.0,legal,0
dearabby,3.0,advice,care-harm|loyalty-betrayal,You shouldn't,letting financial problems destroy your marriage.,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm,It's okay,letting friends know how you feel.,0.0,legal,1
rocstories,3.0,advice,care-harm,it's not okay,letting go of your health.,-1.0,legal,0
amitheasshole,3.0,advice,care-harm,You shouldn't,letting guilt consume you.,-1.0,legal,0
rocstories,3.0,morality-ethics,care-harm,it's not okay,letting important things you should be doing go.,-1.0,legal,0
amitheasshole,3.0,advice,care-harm,It's bad,letting intimacy die down in your relationship.,-1.0,legal,0
dearabby,3.0,advice,care-harm,It's bad,letting jealousy consume you.,-1.0,legal,0
rocstories,3.0,social-norms,care-harm|authority-subversion,It's wrong,letting kids watch however much cable TV they want.,-1.0,legal,0
rocstories,3.0,advice,care-harm,can't,letting one professional failure stop you from trying again.,-1.0,legal,0
dearabby,3.0,advice,care-harm,shouldn't,letting other people interfere in your relationship,-1.0,legal,0
amitheasshole,3.0,advice,care-harm,Don't,letting other people's opinions weigh you down.,-1.0,legal,0
dearabby,3.0,morality-ethics|social-norms,care-harm,it's wrong,letting other's problems ruin your life.,-1.0,legal,0
rocstories,3.0,social-norms|advice,care-harm|fairness-cheating|authority-subversion,You shouldn't,letting others haggle with you when you are firm on your price.,-1.0,legal,0
confessions,3.0,social-norms,care-harm|authority-subversion,wrong,letting others influence your religious choices.,-1.0,legal,0
confessions,3.0,social-norms,care-harm,It's good,letting others know how you feel about them.,1.0,legal,2
confessions,3.0,,care-harm,it is good,letting others know how you feel.,0.0,legal,1
confessions,3.0,advice,care-harm,should,letting others know they're beautiful.,1.0,legal,2
amitheasshole,3.0,advice,care-harm|loyalty-betrayal,it is good,letting others know when they have been wronged.,1.0,legal,2
confessions,3.0,advice,care-harm,It's good,letting out anger so it isn't all held in and festering.,0.0,legal,1
confessions,3.0,social-norms|advice,care-harm,It's good,letting out your feelings after someone or something close to you dies.,1.0,legal,2
amitheasshole,3.0,morality-ethics,care-harm|authority-subversion,expected,letting parents handle disciplining their own children.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,it's not ok,letting people down when important things like their grades or work is involved.,-2.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,You should,letting people know about bad businesses.,1.0,legal,2
dearabby,4.0,advice,care-harm,It's good,letting people know exactly how you feel,1.0,legal,2
rocstories,3.0,social-norms|advice,care-harm,you should,letting people know if you are not going to be at your destination.,0.0,legal,1
amitheasshole,3.0,advice,care-harm,it's expected,letting people know when they make you feel uncomfortable,0.0,legal,1
dearabby,4.0,,care-harm,it's nice,letting people make themselves at home.,1.0,legal,2
confessions,4.0,advice,care-harm,shouldn't,letting people poke you,-1.0,legal,0
confessions,3.0,social-norms,care-harm,shouldn't,letting people post inappropriate things in your subreddit or forum.,-1.0,legal,0
dearabby,4.0,social-norms,care-harm,it's nice,letting pets indoors when it is cold.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,wrong,letting someone down that counts on you.,-1.0,legal,0
rocstories,4.0,social-norms,care-harm,it's ok,letting someone evaluate your health conditions,0.0,legal,1
confessions,3.0,advice,care-harm,You should,letting someone know if you have feelings for them,0.0,legal,1
rocstories,3.0,social-norms,care-harm,should,letting someone know if you're going to be late,0.0,legal,1
confessions,3.0,social-norms|advice,care-harm,it's good,letting someone know not to give you trouble.,1.0,tolerated,2
amitheasshole,4.0,social-norms,care-harm,it's considerate,letting someone know something that may potentially be embarrassing.,1.0,legal,2
confessions,3.0,morality-ethics|social-norms,care-harm|fairness-cheating,It's kind,letting someone know that they are being taken advantage of by others.,1.0,legal,2
amitheasshole,4.0,advice,care-harm|authority-subversion,okay,letting someone know that you aren't okay with verbal abuse.,0.0,legal,1
rocstories,3.0,social-norms,care-harm|loyalty-betrayal,it's important,letting someone know why you're going to cease contact with them instead of just dropping them out of the blue,0.0,legal,1
amitheasshole,3.0,morality-ethics,care-harm,it's best,letting someone who is terminally ill know when you're not up for taking care them,1.0,legal,2
confessions,3.0,description,care-harm,It's wrong,letting something insignificant bother you.,-1.0,legal,0
confessions,3.0,advice,care-harm|fairness-cheating,It's wrong,letting something that happened ruin your life.,-1.0,legal,0
amitheasshole,3.0,social-norms,care-harm,It would be bad,letting the other parent of your child name them something you think is stupid.,-1.0,legal,0
dearabby,3.0,advice,care-harm|loyalty-betrayal,You shouldn't,letting the past divide a family.,-1.0,legal,0
confessions,3.0,advice,care-harm|loyalty-betrayal,should,letting the people in your life know they have value.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,isn't ok,letting the people that care and trust you down.,-1.0,legal,0
amitheasshole,3.0,social-norms,care-harm,you should,letting the people you live with know which chores need to be done.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,It is ok,letting the person kindly know you are not interested if you don't want to date them.,0.0,legal,1
rocstories,3.0,advice,care-harm,should,letting the person know if seeing someone's things,0.0,legal,1
amitheasshole,3.0,advice,care-harm,should,letting them know that you missed them.,0.0,legal,1
confessions,4.0,advice,care-harm,You shouldn't,letting things prevent you from being happy.,0.0,legal,1
amitheasshole,3.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It's bad,letting trivial things ruin a friendship.,-1.0,legal,0
rocstories,3.0,advice,care-harm,It's bad,letting what happens in a day bring you down.,-1.0,legal,0
amitheasshole,3.0,advice,care-harm,shouldn't,letting work interfere with your personal life.,-1.0,legal,0
amitheasshole,3.0,advice,care-harm,You should not,letting work take away from your personal life.,-1.0,legal,0
amitheasshole,3.0,social-norms,care-harm,You should not,letting your accidents cause other people grief.,-1.0,legal,0
confessions,3.0,advice,care-harm,bad,letting your age get in the way of your future.,-1.0,legal,0
rocstories,4.0,morality-ethics,care-harm,It's wrong,letting your anger control you,-2.0,tolerated,0
dearabby,3.0,social-norms|advice,care-harm,it's wrong,letting your appearance make you sad.,-1.0,legal,0
rocstories,4.0,advice,care-harm,It's bad,letting your bank account get down too low.,-1.0,legal,0
confessions,3.0,advice,care-harm,shouldn't,letting your biology control your life.,0.0,legal,1
rocstories,4.0,morality-ethics|social-norms,care-harm|sanctity-degradation,shouldn't,letting your butt cheeks hang out.,-1.0,legal,0
rocstories,4.0,advice,care-harm,You shouldn't,letting your cat dig their claws into you because it hurts,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm,shouldn't,letting your child do whatever they please.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,it's bad,letting your child get away with wrongdoing.,-1.0,legal,0
amitheasshole,4.0,advice,care-harm,shouldn't,letting your child have bad hygiene.,-1.0,legal,0
dearabby,3.0,social-norms|advice,care-harm|authority-subversion,It is encouraged,letting your children express themselves however they see fit,1.0,legal,2
rocstories,3.0,morality-ethics|advice,care-harm|fairness-cheating,It's good,letting your children have fun once in a while.,1.0,legal,2
confessions,3.0,morality-ethics,care-harm|loyalty-betrayal,should,letting your children marry their partner.,0.0,legal,1
confessions,4.0,social-norms|description,care-harm|fairness-cheating|loyalty-betrayal,It's fine,letting your dog be adopted by a good owner.,0.0,legal,1
rocstories,3.0,advice,care-harm,It's bad,letting your dog eat things that aren't food.,-1.0,legal,0
confessions,4.0,advice,care-harm,It's good,letting your emotions out.,1.0,legal,2
dearabby,3.0,advice,care-harm|authority-subversion,You shouldn't,letting your family butt their noses into your personal life.,-1.0,legal,0
confessions,4.0,advice|description,care-harm,You shouldn't,letting your family members hurt you.,-1.0,tolerated,0
rocstories,3.0,social-norms,care-harm|loyalty-betrayal,It's good,letting your family stay over sometimes.,1.0,legal,2
amitheasshole,3.0,morality-ethics,care-harm|authority-subversion,Shouldn’t,letting your family take advantage of you.,-1.0,legal,0
dearabby,3.0,advice,care-harm,it's not okay,letting your fears get the best of you.,-1.0,legal,0
dearabby,4.0,advice,care-harm|fairness-cheating,It's bad,letting your fears interfere with your relationship.,-1.0,legal,0
rocstories,3.0,social-norms,care-harm,it's bad,letting your fears stop you from socializing.,-1.0,legal,0
rocstories,3.0,advice,care-harm,Shouldn't,letting your fears take control of your life.,-1.0,legal,0
dearabby,3.0,advice,care-harm,shouldn't,letting your fears take over your life.,-1.0,legal,0
confessions,3.0,social-norms|advice,care-harm|loyalty-betrayal,you shouldn't,letting your friend talk down on themselves.,-1.0,legal,0
amitheasshole,3.0,social-norms,care-harm|loyalty-betrayal,You should,letting your friend vent to you about their relationship problems.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,shouldn't,letting your friends drive while high.,-2.0,illegal,0
rocstories,3.0,advice,care-harm,Shouldn’t,letting your health get in the way of how many activities you do.,-1.0,legal,0
rocstories,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,should,letting your kids do fun things.,0.0,legal,1
rocstories,3.0,morality-ethics,care-harm|authority-subversion,You shouldn't,letting your kids drink your alcohol,-1.0,tolerated,0
rocstories,3.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It's wrong,letting your kids eat junk food.,-1.0,legal,0
rocstories,4.0,morality-ethics|advice,care-harm,It's not okay,letting your kids get into dangerous situations.,-1.0,legal,0
rocstories,3.0,social-norms|advice,care-harm,You should,letting your kids go out and have fun once in a while.,0.0,legal,1
rocstories,3.0,morality-ethics,care-harm,should,letting your kids go out and have fun sometimes.,1.0,legal,2
rocstories,3.0,social-norms|advice,care-harm,It is good,letting your kids have fun on Halloween,1.0,legal,2
rocstories,3.0,morality-ethics|advice,care-harm|authority-subversion,It's wrong,letting your kids have sugary cereal for breakfast.,-1.0,legal,0
rocstories,3.0,advice,care-harm|authority-subversion,should,letting your kids having friends over.,0.0,legal,1
rocstories,3.0,social-norms|advice,care-harm|authority-subversion,shouldn't,letting your kids smoke.,-1.0,legal,0
amitheasshole,3.0,advice,care-harm,shouldn't,letting your kids stay over at your partner's house if their sibling doesn't like it,-1.0,legal,0
confessions,3.0,morality-ethics,care-harm|fairness-cheating,shouldn't,letting your kids think they are not yours.,-1.0,legal,0
confessions,3.0,morality-ethics,care-harm|authority-subversion,It's bad,letting your kids to have video games you do not approve of,-1.0,legal,0
confessions,3.0,advice,care-harm,you shouldn't,letting your laziness make you do things that are disgusting.,-1.0,legal,0
confessions,3.0,social-norms,care-harm,it's not okay,letting your life revolve around one thing,-1.0,legal,0
amitheasshole,3.0,social-norms|advice,care-harm|loyalty-betrayal,It's ok,letting your loved one know that you need space before you're ready to talk.,0.0,legal,1
confessions,4.0,social-norms|advice,care-harm|sanctity-degradation,It's bad,letting your mental health deteriorate.,-1.0,legal,0
confessions,4.0,advice,care-harm,shouldn't,letting your mistakes get to you.,0.0,legal,1
dearabby,3.0,morality-ethics|social-norms,care-harm|fairness-cheating,It's nice,letting your mother-in-law spend time with your child,1.0,legal,2
