area,rot-agree,rot-categorization,rot-moral-foundations,rot-judgment,action,action-moral-judgment,action-legal,label,action_ukr
rocstories,4.0,advice,care-harm|authority-subversion,It's good,keeping practicing at something until you become better at it.,1.0,legal,2,"продовжувати практикуватися в чомусь, доки не станеш кращим у цьому."
dearabby,4.0,advice,care-harm,It is good,keeping relationships away from kids unless they are serious.,1.0,legal,2,"тримати стосунки подалі від дітей, якщо вони не серйозні."
confessions,4.0,description,care-harm,It's okay,keeping some things private.,0.0,legal,1,зберігаючи деякі речі приватними.
rocstories,4.0,social-norms,care-harm,It's good,keeping someone you care about company when they need it.,1.0,legal,2,"скласти компанію тому, про кого дбаєш, коли це йому потрібно."
rocstories,4.0,description,care-harm,it is reasonable,keeping the air conditioner on if it is really hot out,0.0,legal,1,"тримати кондиціонер увімкненим, якщо надворі дійсно спекотно"
confessions,4.0,advice,care-harm,You shouldn't,keeping the reason for injuries a secret from your doctors.,-1.0,legal,0,Приховування причини травм від ваших лікарів.
rocstories,4.0,social-norms,care-harm,it's good,keeping things you like.,0.0,legal,1,"зберігання речей, які подобаються."
confessions,4.0,advice,care-harm,You should,keeping track of your belongings so that you don't lose or forget them.,1.0,legal,2,"стеження за своїми речами, щоб не загубити чи не забути їх."
amitheasshole,4.0,advice,care-harm,should,keeping track of your belongings.,0.0,legal,1,відстеження ваших речей.
confessions,4.0,description,care-harm|fairness-cheating,it's expected,keeping your car up to code so that it passes emissions testing.,0.0,legal,1,"підтримання вашого автомобіля у відповідності до норм, щоб він пройшов тест на викиди."
amitheasshole,4.0,advice,care-harm,It's good,keeping your children away from people you don't trust.,1.0,legal,2,"тримати своїх дітей подалі від людей, яким ви не довіряєте."
amitheasshole,4.0,advice,care-harm,It's good,keeping your composure during an argument.,1.0,legal,2,Зберігання спокою під час суперечки.
dearabby,4.0,advice,care-harm,it is important,keeping your home safe,0.0,legal,1,забезпечення безпеки вашого будинку
amitheasshole,4.0,social-norms,care-harm,it is rude,keeping your partner from meeting your family,-1.0,legal,0,перешкоджання зустрічі вашого партнера з вашою родиною
dearabby,4.0,advice,care-harm|fairness-cheating,it's good,keeping your promises.,1.0,legal,2,дотримання своїх обіцянок.
amitheasshole,4.0,social-norms,care-harm,It's expected,keeping your sidewalk clear.,0.0,legal,1,утримання вашого тротуару в чистоті.
confessions,4.0,social-norms,care-harm,expected,keeping yourself clean.,0.0,legal,1,підтримувати себе в чистоті.
rocstories,4.0,advice,care-harm,It's good,keeping yourself safe.,1.0,legal,2,зберігаючи себе у безпеці.
confessions,4.0,morality-ethics|social-norms,care-harm,it's wrong,kicking a dog,-1.0,legal,0,бити лежачого
amitheasshole,4.0,morality-ethics,care-harm|authority-subversion,it is wrong,kicking an elderly person out of a home.,-2.0,legal,0,виганяти літню людину з дому.
amitheasshole,4.0,morality-ethics,care-harm|sanctity-degradation,You shouldn't,kicking people out.,-1.0,legal,0,виганяти людей.
amitheasshole,4.0,morality-ethics,care-harm|fairness-cheating,it's bad,kicking someone out of their room.,-2.0,tolerated,0,виганяти когось із кімнати.
rocstories,4.0,morality-ethics,care-harm,it's rude,"kicking them while they're down when someone they are dealing with a personal living hell,",-1.0,legal,0,"добивати людей, коли вони переживають особисте пекло,"
amitheasshole,4.0,morality-ethics,care-harm,it's immoral,kidnapping children,-2.0,illegal,0,викрадення дітей
rocstories,4.0,morality-ethics,care-harm,It's wrong,kidnapping people.,-2.0,illegal,0,викрадення людей.
rocstories,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,It is wrong,killing a pet.,-2.0,tolerated,0,вбивство домашнього улюбленця.
amitheasshole,4.0,description,care-harm,It's ok,killing a spider out of fear.,0.0,legal,1,вбивство павука зі страху.
confessions,4.0,morality-ethics,care-harm,It's bad,killing an innocent creature.,-2.0,tolerated,0,вбивство невинної істоти.
rocstories,4.0,morality-ethics,care-harm,It's not okay,killing animals for pleasure.,-1.0,tolerated,0,вбивство тварин заради задоволення
amitheasshole,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,it's wrong,killing innocent animals,-2.0,illegal,0,вбивство невинних тварин
amitheasshole,4.0,morality-ethics,care-harm,it's wrong,killing living things,-2.0,illegal,0,вбивство живих істот
amitheasshole,4.0,morality-ethics|social-norms,care-harm,it's evil,killing people and distributing their belongings.,-2.0,illegal,0,вбивство людей і розподіл їхнього майна.
confessions,4.0,morality-ethics|social-norms,care-harm|authority-subversion,shouldn't,killing people.,-2.0,illegal,0,вбивство людей.
rocstories,4.0,morality-ethics,care-harm,it's wrong,killing someone.,-2.0,illegal,0,вбивство когось.
confessions,4.0,morality-ethics|advice,care-harm,shouldn't,killing yourself.,-1.0,tolerated,0,вбиваєш себе.
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,It is bad,kissing someone else's significant other.,-1.0,legal,0,цілувати чужу другу половинку.
rocstories,4.0,description,care-harm,It's pleasurable,kissing someone you desire,1.0,tolerated,2,"цілування людини, яку ти бажаєш"
confessions,4.0,social-norms,care-harm|loyalty-betrayal,It's good,knowing about your mother.,1.0,legal,2,знаючи про твою матір.
confessions,4.0,advice|description,care-harm,it's good,knowing that your life is going in the right direction.,0.0,legal,1,"знаючи, що твоє життя рухається у правильному напрямку."
amitheasshole,4.0,advice,care-harm,It's good,knowing what kind of person is good for you as a partner.,0.0,legal,1,"знати, яка саме людина підходить вам як партнер."
confessions,4.0,advice,care-harm,It's good,knowing what things will help you advance in your life.,1.0,legal,2,"знання того, які речі допоможуть вам просуватися у вашому житті."
confessions,4.0,advice|description,care-harm|sanctity-degradation,It's good,knowing what you did was wrong.,1.0,legal,2,"усвідомлення того, що ти вчинив неправильно."
rocstories,4.0,social-norms|advice,care-harm|loyalty-betrayal,it's good,knowing your kids' favorite things.,1.0,legal,2,знати улюблені речі ваших дітей.
rocstories,4.0,advice,care-harm,It's good,knowing yourself,1.0,legal,2,знання себе
rocstories,4.0,morality-ethics|social-norms,care-harm,shouldn't,laughing at people.,-1.0,legal,0,сміятися над людьми.
amitheasshole,4.0,morality-ethics,care-harm,it is not nice,laughing at someone expense.,-2.0,legal,0,сміятися над кимось; насміхатися за чужий рахунок
amitheasshole,4.0,social-norms,care-harm,It is wrong,laughing at someone that is crying.,-1.0,legal,0,"сміятися з того, хто плаче."
dearabby,4.0,advice,care-harm,It's good,laying out a logical solution to one's fears,1.0,legal,2,викладення логічного вирішення своїх страхів
confessions,4.0,morality-ethics,care-harm,It's awful,leading on multiple women by telling them all that you're in love with them.,-1.0,legal,0,"вводити в оману одночасно декількох жінок, розповідаючи їм усім, що ти закоханий у них."
amitheasshole,4.0,social-norms,care-harm|loyalty-betrayal,You shouldn't,leading someone on when you have no interest in them.,-1.0,legal,0,"давати комусь надію, коли сам не зацікавлений у стосунках."
amitheasshole,4.0,morality-ethics|social-norms,care-harm,it's unkind,leading someone on who has romantic feelings for you.,-1.0,legal,0,"давати надію людині, яка має до тебе романтичні почуття"
confessions,4.0,morality-ethics|social-norms,care-harm|fairness-cheating|loyalty-betrayal,It's wrong,leading your significant other to believe something that's not true.,-1.0,legal,0,"змушуючи свою другу половинку вірити в те, що не відповідає дійсності."
dearabby,4.0,advice,care-harm,It's good,learning how to control your temper.,0.0,legal,1,вчитися контролювати свій гнів.
rocstories,4.0,social-norms,care-harm,People are expected,learning how to tie their shoes.,1.0,legal,2,вчаться зав'язувати шнурки.
confessions,4.0,advice,care-harm,It is good,learning new things.,1.0,legal,2,вивчати нові речі.
amitheasshole,4.0,social-norms,care-harm|loyalty-betrayal,It's expected,leaving a friendship that is no longer mutual.,0.0,legal,1,"залишити дружбу, яка більше не є взаємною."
dearabby,4.0,advice,care-harm|loyalty-betrayal,it's good,leaving a legacy for your family.,1.0,legal,2,залишення спадщини для вашої родини.
dearabby,4.0,morality-ethics|advice,care-harm,It's good,leaving a partner who is abusive,1.0,legal,2,"покинути партнера, який вдається до насильства"
amitheasshole,4.0,social-norms,care-harm|loyalty-betrayal,It's OK,leaving a relationship if it's not working out.,0.0,legal,1,"залишення стосунків, якщо вони не складаються."
confessions,4.0,social-norms|advice,care-harm,okay,leaving a relationship if you are unhappy.,0.0,legal,1,"покидання стосунків, якщо ви нещасливі."
amitheasshole,4.0,social-norms,care-harm,it's okay,leaving a restaurant if you aren't feeling well,0.0,legal,1,"Вихід з ресторану, якщо ви почуваєтеся погано"
rocstories,4.0,social-norms|description,care-harm,It is bad,leaving a roof in disrepair.,-1.0,legal,0,залишаючи дах у занедбаному стані.
amitheasshole,4.0,social-norms,care-harm,it is ok,leaving a wedding early if there is an emergency.,1.0,legal,2,залишити весілля раніше в разі надзвичайної ситуації.
rocstories,4.0,morality-ethics|social-norms,care-harm,It is irresponsible,leaving a young child alone playing with their toys.,-1.0,tolerated,0,залишаючи малу дитину саму гратися з її іграшками.
amitheasshole,4.0,morality-ethics,care-harm,it's ok,leaving an abusive relationship.,1.0,legal,2,вихід з насильницьких стосунків.
amitheasshole,4.0,morality-ethics,care-harm,you should,leaving harmless animals to their business.,1.0,legal,2,залишаючи нешкідливих тварин у спокої.
rocstories,4.0,advice,care-harm,It's bad,leaving ice cream in a hot car.,-1.0,legal,0,залишати морозиво в розпеченій машині.
amitheasshole,4.0,morality-ethics,care-harm,It is dangerous,leaving someone outside without shoes or a way to get help if they need it.,-1.0,legal,0,залишати когось надворі без взуття чи можливості отримати допомогу в разі потреби.
rocstories,4.0,social-norms,care-harm,It's inconsiderate,leaving someone's vase in shambles for them to find.,-1.0,legal,0,"залишаючи чиюсь вазу вщент розбитою, щоб вони її знайшли."
amitheasshole,4.0,social-norms,care-harm,it's wrong,leaving something for someone else to take care of that they didn't want to.,-1.0,legal,0,"залишати комусь іншому розбиратись з тим, чим самі не хочуть займатися."
rocstories,4.0,social-norms,care-harm,It looks silly,leaving tags on new clothes.,-1.0,legal,0,залишати бирки на новому одязі.
amitheasshole,4.0,morality-ethics,care-harm,it's unnacceptable,leaving the little kids of your family member's friend unattended.,-2.0,tolerated,0,залишати без нагляду маленьких дітей друга члена вашої родини.
rocstories,4.0,morality-ethics,care-harm,It's wrong and dangerous,leaving the oven on and forgeting about it,-1.0,legal,0,залишити увімкнену духовку і забути про неї
dearabby,4.0,advice,care-harm,It's good,leaving the past behind and moving on.,1.0,legal,2,залишити минуле позаду і рухатись далі.
rocstories,4.0,morality-ethics|advice,care-harm|sanctity-degradation,It is bad,leaving the scene of an accident.,-2.0,illegal,0,залишення місця аварії
dearabby,4.0,morality-ethics,care-harm,shouldn't,leaving your aging and sick parents at home all alone.,-2.0,legal,0,залишення ваших старіючих і хворих батьків вдома самих.
dearabby,4.0,morality-ethics|social-norms,care-harm,It's wrong,leaving your baby somewhere,-1.0,illegal,0,залишення твоєї дитини десь
confessions,4.0,advice,care-harm|fairness-cheating,You shouldn't,leaving your car keys at your office,-1.0,legal,0,залишення ключів від автомобіля в офісі
dearabby,4.0,morality-ethics|advice,care-harm,You should not,leaving your children unattended in a public place,-2.0,tolerated,0,залишати дітей без нагляду в громадському місці
amitheasshole,4.0,advice,care-harm,shouldn't,leaving your dog in your car.,-1.0,tolerated,0,залишати свого собаку в машині.
rocstories,4.0,morality-ethics|social-norms,care-harm|authority-subversion,shouldn't,leaving your young child home alone,-1.0,tolerated,0,залишати вашу малу дитину саму вдома
confessions,4.0,social-norms|advice,care-harm,It's good,lending an ear when someone needs to vent.,1.0,legal,2,"прислухатися, коли комусь потрібно виговоритись."
confessions,4.0,advice,care-harm|fairness-cheating,shouldn't,lending your bike to people who won't keep it secure.,-1.0,legal,0,"позичати свій велосипед людям, які не дбатимуть про його безпеку."
amitheasshole,4.0,advice,care-harm,shouldn't,lending your car to people who shouldn't be driving,-1.0,tolerated,0,"позичати свою машину людям, яким не слід керувати автомобілем"
amitheasshole,4.0,morality-ethics,care-harm,It's bad,letting a racist colleague do evil things while you stand by.,-2.0,legal,0,"дозволяти расистському колезі робити погані речі, в той час як ти стоїш осторонь."
confessions,4.0,advice,care-harm,It's not okay,letting an addiction rule your life.,-1.0,legal,0,дозволяти залежності керувати твоїм життям.
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It is rude,letting an elderly person fall.,-2.0,tolerated,0,дозволити літній людині впасти.
rocstories,4.0,morality-ethics,care-harm,shouldn't,letting customers buy things if they don't have the funds.,-1.0,legal,0,"дозволити клієнтам купувати речі, якщо у них немає коштів."
amitheasshole,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,{},letting customers walk out on the bill.,-1.0,tolerated,0,"дозволяти клієнтам піти, не заплативши рахунок."
amitheasshole,4.0,social-norms,care-harm,It's okay,letting friends know how you feel.,0.0,legal,1,повідомляти друзям про свої почуття.
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,it's not ok,letting people down when important things like their grades or work is involved.,-2.0,legal,0,"підводити людей, коли йдеться про важливі речі, як-от їхні оцінки чи робота."
amitheasshole,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,You should,letting people know about bad businesses.,1.0,legal,2,інформування людей про недобросовісні компанії.
dearabby,4.0,advice,care-harm,It's good,letting people know exactly how you feel,1.0,legal,2,"дати людям зрозуміти, що саме ви відчуваєте"
dearabby,4.0,,care-harm,it's nice,letting people make themselves at home.,1.0,legal,2,дозволяючи людям почуватися як вдома.
confessions,4.0,advice,care-harm,shouldn't,letting people poke you,-1.0,legal,0,дозволяти людям зачіпати тебе
dearabby,4.0,social-norms,care-harm,it's nice,letting pets indoors when it is cold.,1.0,legal,2,"впускати домашніх тварин у приміщення, коли холодно."
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,wrong,letting someone down that counts on you.,-1.0,legal,0,"підвести когось, хто на тебе розраховує."
rocstories,4.0,social-norms,care-harm,it's ok,letting someone evaluate your health conditions,0.0,legal,1,дозволяючи комусь оцінити стан вашого здоров'я
amitheasshole,4.0,social-norms,care-harm,it's considerate,letting someone know something that may potentially be embarrassing.,1.0,legal,2,повідомлення комусь чогось потенційно неприємного чи незручного.
amitheasshole,4.0,advice,care-harm|authority-subversion,okay,letting someone know that you aren't okay with verbal abuse.,0.0,legal,1,"повідомити комусь, що ти не миришся зі словесним насильством."
amitheasshole,4.0,morality-ethics,care-harm,isn't ok,letting the people that care and trust you down.,-1.0,legal,0,"розчарувати тих, хто турбується про тебе і довіряє тобі."
amitheasshole,4.0,morality-ethics,care-harm,It is ok,letting the person kindly know you are not interested if you don't want to date them.,0.0,legal,1,"ввічливо повідомити особі, що ви не зацікавлені, якщо не хочете з нею зустрічатися."
confessions,4.0,advice,care-harm,You shouldn't,letting things prevent you from being happy.,0.0,legal,1,дозволяти речам перешкоджати вашому щастю.
rocstories,4.0,morality-ethics,care-harm,It's wrong,letting your anger control you,-2.0,tolerated,0,дозволяти гніву керувати тобою
rocstories,4.0,advice,care-harm,It's bad,letting your bank account get down too low.,-1.0,legal,0,дозволяти балансу банківського рахунку падати занадто низько.
rocstories,4.0,morality-ethics|social-norms,care-harm|sanctity-degradation,shouldn't,letting your butt cheeks hang out.,-1.0,legal,0,демонструвати сідниці відкрито/привселюдно.
rocstories,4.0,advice,care-harm,You shouldn't,letting your cat dig their claws into you because it hurts,-1.0,legal,0,"дозволяти коту запускати в тебе кігті, бо це боляче"
amitheasshole,4.0,social-norms,care-harm,shouldn't,letting your child do whatever they please.,-1.0,legal,0,"дозволяти дитині робити все, що їй заманеться."
amitheasshole,4.0,morality-ethics,care-harm,it's bad,letting your child get away with wrongdoing.,-1.0,legal,0,дозволяти дитині уникати покарання за погані вчинки.
amitheasshole,4.0,advice,care-harm,shouldn't,letting your child have bad hygiene.,-1.0,legal,0,дозволяти своїй дитині мати погану гігієну.
confessions,4.0,social-norms|description,care-harm|fairness-cheating|loyalty-betrayal,It's fine,letting your dog be adopted by a good owner.,0.0,legal,1,дозволити вашому собаці бути всиновленим хорошим господарем.
confessions,4.0,advice,care-harm,It's good,letting your emotions out.,1.0,legal,2,вивільнення ваших емоцій.
confessions,4.0,advice|description,care-harm,You shouldn't,letting your family members hurt you.,-1.0,tolerated,0,дозволяти членам своєї родини завдавати тобі болю.
dearabby,4.0,advice,care-harm|fairness-cheating,It's bad,letting your fears interfere with your relationship.,-1.0,legal,0,дозволяючи своїм страхам заважати вашим стосункам.
amitheasshole,4.0,morality-ethics,care-harm,shouldn't,letting your friends drive while high.,-2.0,illegal,0,дозволяючи своїм друзям керувати авто під кайфом.
rocstories,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,should,letting your kids do fun things.,0.0,legal,1,дозволяти дітям робити веселі речі.
rocstories,4.0,morality-ethics|advice,care-harm,It's not okay,letting your kids get into dangerous situations.,-1.0,legal,0,дозволяти своїм дітям потрапляти в небезпечні ситуації.
confessions,4.0,social-norms|advice,care-harm|sanctity-degradation,It's bad,letting your mental health deteriorate.,-1.0,legal,0,дозволяти своєму психічному здоров'ю погіршуватись.
confessions,4.0,advice,care-harm,shouldn't,letting your mistakes get to you.,0.0,legal,1,дозволяти своїм помилкам впливати на тебе.
rocstories,4.0,morality-ethics,care-harm|loyalty-betrayal,It's not okay,letting your negligence hurt others.,-1.0,legal,0,дозволяння своїй недбалості шкодити іншим.
amitheasshole,4.0,morality-ethics|advice,care-harm|sanctity-degradation,You shouldn't,letting your partner force you to do something you don't want to do.,-2.0,legal,0,"дозволяти партнеру змушувати вас робити те, чого ви не хочете робити."
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,It is good,letting your siblings stay with you if they don't have a place to stay at.,1.0,legal,2,"дозволити братам і сестрам залишатися у тебе, якщо їм ніде жити."
confessions,4.0,morality-ethics,care-harm,shouldn't,letting your spouse throw things at your child,-1.0,tolerated,0,дозволяти вашому подружжю кидати речі в вашу дитину
confessions,4.0,advice,care-harm,It's healthy,letting yourself defecate.,0.0,legal,1,дозволяючи собі випорожнюватися.
amitheasshole,4.0,advice,care-harm,You shouldn't,letting yourself get obese.,-1.0,legal,0,дозволяти собі ставати огрядним.
amitheasshole,4.0,morality-ethics,care-harm,it's wrong,lieing to people you are pursuing a relationship with.,-2.0,legal,0,"Брехня людям, з якими ти намагаєшся побудувати стосунки."
confessions,4.0,advice,care-harm,okay,liking different kinds of music,0.0,legal,1,вподобання різних видів музики
confessions,4.0,social-norms,care-harm,its good,liking people.,0.0,legal,1,подобатися людям.
amitheasshole,4.0,social-norms,care-harm,it's okay,liking pictures on Instagram.,0.0,legal,1,вподобання фотографій в Instagram.
confessions,4.0,advice,care-harm|loyalty-betrayal,acceptable,liking somebody of the opposite gender.,0.0,legal,1,симпатія до особи протилежної статі.
confessions,4.0,morality-ethics,care-harm,It's okay,liking to live a life that is comfortable to you,0.0,legal,1,"бажання жити життям, яке є комфортним для тебе"
confessions,4.0,morality-ethics,care-harm,it's horrible,liking to see other people ripped open.,-2.0,tolerated,0,бажання бачити людей спустошеними.
rocstories,4.0,morality-ethics,care-harm|fairness-cheating,You should,"liking your fiance for who they are, not how much they make",0.0,legal,1,"Любити свого нареченого/наречену за те, ким вони є, а не за те, скільки вони заробляють"
confessions,4.0,social-norms,care-harm,It's okay,liking your spouse.,0.0,legal,1,любити свого чоловіка/дружину.
dearabby,4.0,morality-ethics|advice,care-harm,it is protective,limiting who has contact with your child.,0.0,legal,1,"обмеження кола осіб, які контактують з вашою дитиною."
dearabby,4.0,advice,care-harm,It's good,limiting your calories if you are overweight.,0.0,legal,1,"обмеження кількості калорій, якщо у вас надмірна вага."
rocstories,4.0,advice,care-harm,It's important,listening to a doctor's advice when you are injured,0.0,legal,1,прислухатися до порад лікаря при травмуванні
rocstories,4.0,social-norms,care-harm,it's okay,listening to music in your apartment.,0.0,legal,1,слухання музики у вашій квартирі.
amitheasshole,4.0,morality-ethics,care-harm,It's good,listening to other people's feelings.,1.0,legal,2,слухання почуттів інших людей.
confessions,4.0,advice,care-harm|loyalty-betrayal,it's good,listening to people when they have problems.,1.0,legal,2,"слухати людей, коли у них проблеми."
rocstories,4.0,morality-ethics,care-harm,You should,listening to someone when they are desperate and pleading to you.,0.0,legal,1,"слухати когось, коли вони у відчаї і благають тебе."
rocstories,4.0,advice,care-harm|authority-subversion,it is important,listening to the advice of your nurses when hospitalized.,1.0,legal,2,прислухатися до порад медсестер під час перебування в лікарні.
amitheasshole,4.0,morality-ethics,care-harm,should,listening to your kids about their childhood trauma.,1.0,legal,2,слухаючи ваших дітей про їхні дитячі травми.
amitheasshole,4.0,advice,care-harm,You should,listening to your partner.,0.0,legal,1,слухати свого партнера.
dearabby,4.0,morality-ethics|social-norms,care-harm|sanctity-degradation,It's bad,littering,-1.0,illegal,0,засмічення
dearabby,4.0,morality-ethics,care-harm|sanctity-degradation,It's bad,littering in the wild.,-1.0,tolerated,0,засмічення дикої природи.
confessions,4.0,advice,care-harm,It's wrong,living a double life.,-1.0,legal,0,жити подвійним життям.
confessions,4.0,social-norms,care-harm,encouraged,living in the here and now.,0.0,legal,1,жити теперішнім моментом.
confessions,4.0,morality-ethics|advice,care-harm,not okay,living life as a bad person.,-1.0,legal,0,жити життям поганої людини.
confessions,4.0,advice,care-harm,shouldn't,living with someone you hate.,-1.0,legal,0,"жити з кимось, кого ти ненавидиш."
amitheasshole,4.0,advice,care-harm|loyalty-betrayal,It's good,loaning money to your significant other,1.0,legal,2,позичання грошей своїй другій половинці
amitheasshole,4.0,morality-ethics,care-harm,It is rude,locking someone out of their house.,-1.0,tolerated,0,Замикати когось ззовні його будинку.
rocstories,4.0,social-norms,care-harm,it is good,locking the door when you leave.,1.0,legal,2,"замикаючи двері, коли виходите."
rocstories,4.0,advice,care-harm,wise,locking your car to avoid it being stolen.,0.0,legal,1,"замикання вашого автомобіля, щоб уникнути його викрадення."
rocstories,4.0,advice,care-harm,It is good,locking your vehicle when you have valuable things in it.,1.0,legal,2,"замикайте свій автомобіль, коли у ньому є цінні речі."
rocstories,4.0,morality-ethics|social-norms,care-harm,It is good,looking after others,1.0,legal,2,турбота про інших
amitheasshole,4.0,morality-ethics,care-harm,It's good,looking after the safety of children.,1.0,legal,2,дбати про безпеку дітей.
dearabby,4.0,morality-ethics,care-harm,it's expected,looking after their children.,0.0,legal,1,доглядають за своїми дітьми.
amitheasshole,4.0,morality-ethics,care-harm,It's rude,looking at a person and judging them wrongly.,-1.0,legal,0,дивитись на людину й хибно її судити.
dearabby,4.0,social-norms,care-harm,It's good,looking at your finances with your partner.,0.0,legal,1,перегляд фінансів разом із партнером.
confessions,4.0,advice,care-harm,okay,looking for new friends.,0.0,legal,1,шукаю нових друзів.
rocstories,4.0,advice,care-harm,You should,looking for oncoming traffic when pulling out of a driveway.,0.0,legal,1,слідкування за зустрічним транспортом під час виїзду з проїзду.
rocstories,4.0,social-norms|advice,care-harm,should,looking for your pet if it's lost,0.0,legal,1,пошук загубленої домашньої тварини
confessions,4.0,advice,care-harm,it's good,looking forward to the future,1.0,legal,2,з нетерпінням чекаючи на майбутнє
rocstories,4.0,social-norms|advice,care-harm,can make you,looking good to other by dressing nice.,0.0,legal,1,Мати гарний вигляд в очах інших завдяки охайному одягу.
confessions,4.0,advice,care-harm,You should always,looking in your mirrors to see if someone is there when you are driving so you don't hit them.,0.0,legal,1,"дивитися у дзеркала, щоб переконатися, чи є там хтось, коли ви керуєте авто, щоб не збити їх."
rocstories,4.0,morality-ethics,care-harm,It's good,looking out for others when they're vulnerable.,1.0,legal,2,"дбати про інших, коли вони вразливі."
amitheasshole,4.0,morality-ethics,care-harm,is nice,looking out for somebody's health,1.0,legal,2,піклуватися про чиєсь здоров'я
rocstories,4.0,advice,care-harm,It's good,looking out for the health and wellbeing of those you love.,1.0,legal,2,"дбати про здоров'я та добробут тих, кого ти любиш."
rocstories,4.0,morality-ethics,care-harm,It's good,looking out for the well-being of a friend.,1.0,legal,2,дбаючи про благополуччя друга
amitheasshole,4.0,advice,care-harm|loyalty-betrayal,is good,looking out for your friends.,1.0,legal,2,дбати про друзів
amitheasshole,4.0,morality-ethics|advice,care-harm,It's okay,looking out for yourself.,0.0,legal,1,дбати про себе
amitheasshole,4.0,social-norms,care-harm,It is expected,looking presentable if you are part of a wedding.,0.0,legal,1,"виглядати пристойно, якщо ви є частиною весільної церемонії."
rocstories,4.0,advice,care-harm,It is good,looking where you walk when taking out the trash.,0.0,legal,1,"дивитися під ноги, коли виносиш сміття."
amitheasshole,4.0,morality-ethics,care-harm,it's bad,losing a dog you are dogsitting.,-1.0,tolerated,0,"загубити собаку, за яким ти доглядаєш."
rocstories,4.0,description,care-harm,it is sad,losing a pet,0.0,,1,втрата домашнього улюбленця
rocstories,4.0,morality-ethics,care-harm,It's not okay,losing a pet you are suppose to care about.,-1.0,legal,0,"втрата домашнього улюбленця, про якого ти мав би піклуватись."
rocstories,4.0,description,care-harm,It's sad,losing friends.,-1.0,legal,0,втрачаючи друзів.
rocstories,4.0,description,care-harm,normal,losing track of your surroundings every now and then,0.0,legal,1,час від часу втрачати відчуття навколишньої обстановки
rocstories,4.0,advice,care-harm,It's good,losing weight when you need to.,1.0,legal,2,"схуднення, коли це потрібно."
rocstories,4.0,morality-ethics,care-harm,shouldn't,losing your kids.,-1.0,legal,0,втрата дітей.
rocstories,4.0,description,care-harm,It's unexpected,losing your teeth.,-1.0,legal,0,втрачати зуби.
confessions,4.0,morality-ethics|social-norms,care-harm|sanctity-degradation,You shouldn't,losing your virginity at an underage drinking party.,-1.0,illegal,0,"втрата цноти на підпільній вечірці, де неповнолітні вживають алкоголь."
confessions,4.0,description,care-harm,It's good,loving helping people,2.0,legal,2,люблю допомагати людям
confessions,4.0,morality-ethics|social-norms,care-harm,it's okay,loving people.,0.0,legal,1,люблячі люди
confessions,4.0,description,care-harm,It's fine,loving someone.,0.0,legal,1,любити когось.
confessions,4.0,morality-ethics,care-harm,it's good,loving your boyfriend.,1.0,legal,2,кохати свого хлопця.
confessions,4.0,social-norms,care-harm,expected,loving your family,0.0,legal,1,любити свою родину
dearabby,4.0,morality-ethics,care-harm,It's good,loving your grandkids.,1.0,legal,2,любити своїх онуків.
confessions,4.0,,care-harm|loyalty-betrayal,it's expected,loving your parents.,1.0,legal,2,любити своїх батьків.
rocstories,4.0,social-norms|description,care-harm|loyalty-betrayal,it's normal,loving your pets.,2.0,legal,2,любити своїх домашніх тварин.
confessions,4.0,morality-ethics,care-harm|fairness-cheating,It's wrong,lying about your living arrangements.,-2.0,legal,0,брехня про ваші умови проживання.
confessions,4.0,morality-ethics,care-harm|fairness-cheating,It's not okay,lying to a loved one.,-2.0,tolerated,0,брехати коханій людині.
amitheasshole,4.0,morality-ethics,care-harm,isn't good,lying to a partner.,-1.0,legal,0,брехня партнеру.
confessions,4.0,morality-ethics,care-harm,It's not good,lying to friends.,-1.0,legal,0,брехня друзям
confessions,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It is rude,lying to someone about your feelings for them.,-1.0,legal,0,брехати комусь про свої почуття до них.
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,it's wrong,lying to your friends.,-1.0,legal,0,брехати своїм друзям.
amitheasshole,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,shouldn't,lying to your partner about being pregnant.,-1.0,legal,0,брехати своєму партнеру про вагітність.
confessions,4.0,morality-ethics,care-harm,it's rude,lying to your spouse.,-1.0,legal,0,брехати своєму подружжю.
confessions,4.0,social-norms,care-harm|loyalty-betrayal,It's good,maintaining a close relationship with your parents,1.0,legal,2,підтримування тісних стосунків з батьками
rocstories,4.0,advice,care-harm,it's good,maintaining a healthy body weight.,1.0,legal,2,підтримання здорової ваги тіла.
confessions,4.0,social-norms|advice,care-harm,should,maintaining a job.,0.0,legal,1,збереження роботи
rocstories,4.0,social-norms,care-harm|loyalty-betrayal,it's good,maintaining a relationship with another person.,1.0,legal,2,підтримування стосунків з іншою людиною.
