area,rot-agree,rot-categorization,rot-moral-foundations,rot-judgment,action,action-moral-judgment,action-legal,label
amitheasshole,4.0,social-norms,care-harm|loyalty-betrayal,You shouldn't,leading someone on when you have no interest in them.,-1.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm,it's unkind,leading someone on who has romantic feelings for you.,-1.0,legal,0
confessions,4.0,morality-ethics|social-norms,care-harm|fairness-cheating|loyalty-betrayal,It's wrong,leading your significant other to believe something that's not true.,-1.0,legal,0
dearabby,4.0,advice,care-harm,It's good,learning how to control your temper.,0.0,legal,1
rocstories,4.0,social-norms,care-harm,People are expected,learning how to tie their shoes.,1.0,legal,2
confessions,4.0,advice,care-harm,It is good,learning new things.,1.0,legal,2
amitheasshole,4.0,social-norms,care-harm|loyalty-betrayal,It's expected,leaving a friendship that is no longer mutual.,0.0,legal,1
dearabby,4.0,advice,care-harm|loyalty-betrayal,it's good,leaving a legacy for your family.,1.0,legal,2
dearabby,4.0,morality-ethics|advice,care-harm,It's good,leaving a partner who is abusive,1.0,legal,2
amitheasshole,4.0,social-norms,care-harm|loyalty-betrayal,It's OK,leaving a relationship if it's not working out.,0.0,legal,1
confessions,4.0,social-norms|advice,care-harm,okay,leaving a relationship if you are unhappy.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm,it's okay,leaving a restaurant if you aren't feeling well,0.0,legal,1
rocstories,4.0,social-norms|description,care-harm,It is bad,leaving a roof in disrepair.,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm,it is ok,leaving a wedding early if there is an emergency.,1.0,legal,2
rocstories,4.0,morality-ethics|social-norms,care-harm,It is irresponsible,leaving a young child alone playing with their toys.,-1.0,tolerated,0
amitheasshole,4.0,morality-ethics,care-harm,it's ok,leaving an abusive relationship.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,you should,leaving harmless animals to their business.,1.0,legal,2
rocstories,4.0,advice,care-harm,It's bad,leaving ice cream in a hot car.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,It is dangerous,leaving someone outside without shoes or a way to get help if they need it.,-1.0,legal,0
rocstories,4.0,social-norms,care-harm,It's inconsiderate,leaving someone's vase in shambles for them to find.,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm,it's wrong,leaving something for someone else to take care of that they didn't want to.,-1.0,legal,0
rocstories,4.0,social-norms,care-harm,It looks silly,leaving tags on new clothes.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,it's unnacceptable,leaving the little kids of your family member's friend unattended.,-2.0,tolerated,0
rocstories,4.0,morality-ethics,care-harm,It's wrong and dangerous,leaving the oven on and forgeting about it,-1.0,legal,0
dearabby,4.0,advice,care-harm,It's good,leaving the past behind and moving on.,1.0,legal,2
rocstories,4.0,morality-ethics|advice,care-harm|sanctity-degradation,It is bad,leaving the scene of an accident.,-2.0,illegal,0
dearabby,4.0,morality-ethics,care-harm,shouldn't,leaving your aging and sick parents at home all alone.,-2.0,legal,0
dearabby,4.0,morality-ethics|social-norms,care-harm,It's wrong,leaving your baby somewhere,-1.0,illegal,0
confessions,4.0,advice,care-harm|fairness-cheating,You shouldn't,leaving your car keys at your office,-1.0,legal,0
dearabby,4.0,morality-ethics|advice,care-harm,You should not,leaving your children unattended in a public place,-2.0,tolerated,0
amitheasshole,4.0,advice,care-harm,shouldn't,leaving your dog in your car.,-1.0,tolerated,0
rocstories,4.0,morality-ethics|social-norms,care-harm|authority-subversion,shouldn't,leaving your young child home alone,-1.0,tolerated,0
confessions,4.0,social-norms|advice,care-harm,It's good,lending an ear when someone needs to vent.,1.0,legal,2
confessions,4.0,advice,care-harm|fairness-cheating,shouldn't,lending your bike to people who won't keep it secure.,-1.0,legal,0
amitheasshole,4.0,advice,care-harm,shouldn't,lending your car to people who shouldn't be driving,-1.0,tolerated,0
amitheasshole,4.0,morality-ethics,care-harm,It's bad,letting a racist colleague do evil things while you stand by.,-2.0,legal,0
confessions,4.0,advice,care-harm,It's not okay,letting an addiction rule your life.,-1.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It is rude,letting an elderly person fall.,-2.0,tolerated,0
rocstories,4.0,morality-ethics,care-harm,shouldn't,letting customers buy things if they don't have the funds.,-1.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,{},letting customers walk out on the bill.,-1.0,tolerated,0
amitheasshole,4.0,social-norms,care-harm,It's okay,letting friends know how you feel.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,it's not ok,letting people down when important things like their grades or work is involved.,-2.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,You should,letting people know about bad businesses.,1.0,legal,2
dearabby,4.0,advice,care-harm,It's good,letting people know exactly how you feel,1.0,legal,2
dearabby,4.0,,care-harm,it's nice,letting people make themselves at home.,1.0,legal,2
confessions,4.0,advice,care-harm,shouldn't,letting people poke you,-1.0,legal,0
dearabby,4.0,social-norms,care-harm,it's nice,letting pets indoors when it is cold.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,wrong,letting someone down that counts on you.,-1.0,legal,0
rocstories,4.0,social-norms,care-harm,it's ok,letting someone evaluate your health conditions,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm,it's considerate,letting someone know something that may potentially be embarrassing.,1.0,legal,2
amitheasshole,4.0,advice,care-harm|authority-subversion,okay,letting someone know that you aren't okay with verbal abuse.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,isn't ok,letting the people that care and trust you down.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,It is ok,letting the person kindly know you are not interested if you don't want to date them.,0.0,legal,1
confessions,4.0,advice,care-harm,You shouldn't,letting things prevent you from being happy.,0.0,legal,1
rocstories,4.0,morality-ethics,care-harm,It's wrong,letting your anger control you,-2.0,tolerated,0
rocstories,4.0,advice,care-harm,It's bad,letting your bank account get down too low.,-1.0,legal,0
rocstories,4.0,morality-ethics|social-norms,care-harm|sanctity-degradation,shouldn't,letting your butt cheeks hang out.,-1.0,legal,0
rocstories,4.0,advice,care-harm,You shouldn't,letting your cat dig their claws into you because it hurts,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm,shouldn't,letting your child do whatever they please.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,it's bad,letting your child get away with wrongdoing.,-1.0,legal,0
amitheasshole,4.0,advice,care-harm,shouldn't,letting your child have bad hygiene.,-1.0,legal,0
confessions,4.0,social-norms|description,care-harm|fairness-cheating|loyalty-betrayal,It's fine,letting your dog be adopted by a good owner.,0.0,legal,1
confessions,4.0,advice,care-harm,It's good,letting your emotions out.,1.0,legal,2
confessions,4.0,advice|description,care-harm,You shouldn't,letting your family members hurt you.,-1.0,tolerated,0
dearabby,4.0,advice,care-harm|fairness-cheating,It's bad,letting your fears interfere with your relationship.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,shouldn't,letting your friends drive while high.,-2.0,illegal,0
rocstories,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,should,letting your kids do fun things.,0.0,legal,1
rocstories,4.0,morality-ethics|advice,care-harm,It's not okay,letting your kids get into dangerous situations.,-1.0,legal,0
confessions,4.0,social-norms|advice,care-harm|sanctity-degradation,It's bad,letting your mental health deteriorate.,-1.0,legal,0
confessions,4.0,advice,care-harm,shouldn't,letting your mistakes get to you.,0.0,legal,1
rocstories,4.0,morality-ethics,care-harm|loyalty-betrayal,It's not okay,letting your negligence hurt others.,-1.0,legal,0
amitheasshole,4.0,morality-ethics|advice,care-harm|sanctity-degradation,You shouldn't,letting your partner force you to do something you don't want to do.,-2.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,It is good,letting your siblings stay with you if they don't have a place to stay at.,1.0,legal,2
confessions,4.0,morality-ethics,care-harm,shouldn't,letting your spouse throw things at your child,-1.0,tolerated,0
confessions,4.0,advice,care-harm,It's healthy,letting yourself defecate.,0.0,legal,1
amitheasshole,4.0,advice,care-harm,You shouldn't,letting yourself get obese.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,it's wrong,lieing to people you are pursuing a relationship with.,-2.0,legal,0
confessions,4.0,advice,care-harm,okay,liking different kinds of music,0.0,legal,1
confessions,4.0,social-norms,care-harm,its good,liking people.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm,it's okay,liking pictures on Instagram.,0.0,legal,1
confessions,4.0,advice,care-harm|loyalty-betrayal,acceptable,liking somebody of the opposite gender.,0.0,legal,1
confessions,4.0,morality-ethics,care-harm,It's okay,liking to live a life that is comfortable to you,0.0,legal,1
confessions,4.0,morality-ethics,care-harm,it's horrible,liking to see other people ripped open.,-2.0,tolerated,0
rocstories,4.0,morality-ethics,care-harm|fairness-cheating,You should,"liking your fiance for who they are, not how much they make",0.0,legal,1
confessions,4.0,social-norms,care-harm,It's okay,liking your spouse.,0.0,legal,1
dearabby,4.0,morality-ethics|advice,care-harm,it is protective,limiting who has contact with your child.,0.0,legal,1
dearabby,4.0,advice,care-harm,It's good,limiting your calories if you are overweight.,0.0,legal,1
rocstories,4.0,advice,care-harm,It's important,listening to a doctor's advice when you are injured,0.0,legal,1
rocstories,4.0,social-norms,care-harm,it's okay,listening to music in your apartment.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,It's good,listening to other people's feelings.,1.0,legal,2
confessions,4.0,advice,care-harm|loyalty-betrayal,it's good,listening to people when they have problems.,1.0,legal,2
rocstories,4.0,morality-ethics,care-harm,You should,listening to someone when they are desperate and pleading to you.,0.0,legal,1
rocstories,4.0,advice,care-harm|authority-subversion,it is important,listening to the advice of your nurses when hospitalized.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,should,listening to your kids about their childhood trauma.,1.0,legal,2
amitheasshole,4.0,advice,care-harm,You should,listening to your partner.,0.0,legal,1
dearabby,4.0,morality-ethics|social-norms,care-harm|sanctity-degradation,It's bad,littering,-1.0,illegal,0
dearabby,4.0,morality-ethics,care-harm|sanctity-degradation,It's bad,littering in the wild.,-1.0,tolerated,0
confessions,4.0,advice,care-harm,It's wrong,living a double life.,-1.0,legal,0
confessions,4.0,social-norms,care-harm,encouraged,living in the here and now.,0.0,legal,1
confessions,4.0,morality-ethics|advice,care-harm,not okay,living life as a bad person.,-1.0,legal,0
confessions,4.0,advice,care-harm,shouldn't,living with someone you hate.,-1.0,legal,0
amitheasshole,4.0,advice,care-harm|loyalty-betrayal,It's good,loaning money to your significant other,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,It is rude,locking someone out of their house.,-1.0,tolerated,0
rocstories,4.0,social-norms,care-harm,it is good,locking the door when you leave.,1.0,legal,2
rocstories,4.0,advice,care-harm,wise,locking your car to avoid it being stolen.,0.0,legal,1
rocstories,4.0,advice,care-harm,It is good,locking your vehicle when you have valuable things in it.,1.0,legal,2
rocstories,4.0,morality-ethics|social-norms,care-harm,It is good,looking after others,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,It's good,looking after the safety of children.,1.0,legal,2
dearabby,4.0,morality-ethics,care-harm,it's expected,looking after their children.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,It's rude,looking at a person and judging them wrongly.,-1.0,legal,0
dearabby,4.0,social-norms,care-harm,It's good,looking at your finances with your partner.,0.0,legal,1
confessions,4.0,advice,care-harm,okay,looking for new friends.,0.0,legal,1
rocstories,4.0,advice,care-harm,You should,looking for oncoming traffic when pulling out of a driveway.,0.0,legal,1
rocstories,4.0,social-norms|advice,care-harm,should,looking for your pet if it's lost,0.0,legal,1
confessions,4.0,advice,care-harm,it's good,looking forward to the future,1.0,legal,2
rocstories,4.0,social-norms|advice,care-harm,can make you,looking good to other by dressing nice.,0.0,legal,1
confessions,4.0,advice,care-harm,You should always,looking in your mirrors to see if someone is there when you are driving so you don't hit them.,0.0,legal,1
rocstories,4.0,morality-ethics,care-harm,It's good,looking out for others when they're vulnerable.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,is nice,looking out for somebody's health,1.0,legal,2
rocstories,4.0,advice,care-harm,It's good,looking out for the health and wellbeing of those you love.,1.0,legal,2
rocstories,4.0,morality-ethics,care-harm,It's good,looking out for the well-being of a friend.,1.0,legal,2
amitheasshole,4.0,advice,care-harm|loyalty-betrayal,is good,looking out for your friends.,1.0,legal,2
amitheasshole,4.0,morality-ethics|advice,care-harm,It's okay,looking out for yourself.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm,It is expected,looking presentable if you are part of a wedding.,0.0,legal,1
rocstories,4.0,advice,care-harm,It is good,looking where you walk when taking out the trash.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,it's bad,losing a dog you are dogsitting.,-1.0,tolerated,0
rocstories,4.0,description,care-harm,it is sad,losing a pet,0.0,,1
rocstories,4.0,morality-ethics,care-harm,It's not okay,losing a pet you are suppose to care about.,-1.0,legal,0
rocstories,4.0,description,care-harm,It's sad,losing friends.,-1.0,legal,0
rocstories,4.0,description,care-harm,normal,losing track of your surroundings every now and then,0.0,legal,1
rocstories,4.0,advice,care-harm,It's good,losing weight when you need to.,1.0,legal,2
rocstories,4.0,morality-ethics,care-harm,shouldn't,losing your kids.,-1.0,legal,0
rocstories,4.0,description,care-harm,It's unexpected,losing your teeth.,-1.0,legal,0
confessions,4.0,morality-ethics|social-norms,care-harm|sanctity-degradation,You shouldn't,losing your virginity at an underage drinking party.,-1.0,illegal,0
confessions,4.0,description,care-harm,It's good,loving helping people,2.0,legal,2
confessions,4.0,morality-ethics|social-norms,care-harm,it's okay,loving people.,0.0,legal,1
confessions,4.0,description,care-harm,It's fine,loving someone.,0.0,legal,1
confessions,4.0,morality-ethics,care-harm,it's good,loving your boyfriend.,1.0,legal,2
confessions,4.0,social-norms,care-harm,expected,loving your family,0.0,legal,1
dearabby,4.0,morality-ethics,care-harm,It's good,loving your grandkids.,1.0,legal,2
confessions,4.0,,care-harm|loyalty-betrayal,it's expected,loving your parents.,1.0,legal,2
rocstories,4.0,social-norms|description,care-harm|loyalty-betrayal,it's normal,loving your pets.,2.0,legal,2
confessions,4.0,morality-ethics,care-harm|fairness-cheating,It's wrong,lying about your living arrangements.,-2.0,legal,0
confessions,4.0,morality-ethics,care-harm|fairness-cheating,It's not okay,lying to a loved one.,-2.0,tolerated,0
amitheasshole,4.0,morality-ethics,care-harm,isn't good,lying to a partner.,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm,It's not good,lying to friends.,-1.0,legal,0
confessions,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It is rude,lying to someone about your feelings for them.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,it's wrong,lying to your friends.,-1.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,shouldn't,lying to your partner about being pregnant.,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm,it's rude,lying to your spouse.,-1.0,legal,0
confessions,4.0,social-norms,care-harm|loyalty-betrayal,It's good,maintaining a close relationship with your parents,1.0,legal,2
rocstories,4.0,advice,care-harm,it's good,maintaining a healthy body weight.,1.0,legal,2
confessions,4.0,social-norms|advice,care-harm,should,maintaining a job.,0.0,legal,1
rocstories,4.0,social-norms,care-harm|loyalty-betrayal,it's good,maintaining a relationship with another person.,1.0,legal,2
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It's important,maintaining marriages.,0.0,legal,1
amitheasshole,4.0,social-norms|advice,care-harm|loyalty-betrayal,you should,maintaining your friendships with the ones you consider to be a best friend.,1.0,legal,2
confessions,4.0,advice,care-harm,It is good,maintaining your personal hygiene,0.0,legal,1
amitheasshole,4.0,morality-ethics|advice,care-harm,You shouldn't,making a big deal out of small things.,-1.0,legal,0
confessions,4.0,advice,care-harm,good,making a change in your life if you are feeling depressed.,0.0,legal,1
amitheasshole,4.0,description,care-harm,rude,making a character based on someone if it will offend them.,-1.0,legal,0
rocstories,4.0,morality-ethics|social-norms,care-harm|sanctity-degradation,shouldn't,making a fool of yourself.,-1.0,legal,0
confessions,4.0,social-norms,care-harm,shouldn't,making a mess in the car.,-1.0,legal,0
confessions,4.0,description,care-harm,It is okay,making a mistake.,0.0,legal,1
dearabby,4.0,social-norms,care-harm,It's kind,making a new classmate feel welcome.,1.0,legal,2
rocstories,4.0,advice,care-harm,You should,making a safe space to relax in your home.,1.0,legal,2
rocstories,4.0,morality-ethics,care-harm,it's wrong,making an animal into a slave.,-2.0,legal,0
confessions,4.0,morality-ethics,care-harm,it is bad,making animals suffer,-1.0,illegal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm,its not okay,making another persons home dirty.,-1.0,legal,0
rocstories,4.0,advice,care-harm,It's good,making breakfast for yourself and others.,1.0,legal,2
dearabby,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It is pushy,making co-workers divulge personal details,-1.0,tolerated,0
rocstories,4.0,morality-ethics|advice,care-harm|loyalty-betrayal,It's wrong,making family members feel bad about themselves.,-1.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It is good,making food for someone.,1.0,legal,2
rocstories,4.0,social-norms,care-harm,it's good,making food for your family.,1.0,legal,2
confessions,4.0,morality-ethics|social-norms,care-harm,It is rude,making fun of people,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm|sanctity-degradation,rude,making fun of someone with a disability.,-1.0,legal,0
confessions,4.0,morality-ethics|social-norms,care-harm,It's wrong,making fun of someone's passion,-2.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,it's rude,making fun of someone's weight.,-1.0,legal,0
rocstories,4.0,morality-ethics,care-harm,It's hurtful,making fun of someone.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,it's bad,making fun of your child for their learning difficulties.,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm,wrong,making fun of your children,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,It's mean,making fun of your friend's food.,-1.0,legal,0
amitheasshole,4.0,morality-ethics|description,care-harm,It's hurtful,making fun of your friend.,-2.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,You shouldn't,making fun of your partner.,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm,should,making guests feel welcomed.,1.0,legal,2
dearabby,4.0,advice,care-harm,It's rude,making judgments about your child's choice of romantic partner.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,shouldn't,making light of a problem that many people have.,-1.0,legal,0
confessions,4.0,advice,care-harm,wrong,making more food than you need.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,Its rude,making negative comments toward someone.,-2.0,legal,0
confessions,4.0,description,care-harm,it's expected,making new friends,0.0,legal,1
amitheasshole,4.0,morality-ethics|social-norms,care-harm,You shouldn't,making offensive jokes to people.,-2.0,legal,0
rocstories,4.0,description,care-harm,It's good,making others happy.,1.0,legal,2
confessions,4.0,morality-ethics,care-harm,It's wrong,making people feel insecure.,-1.0,legal,0
rocstories,4.0,advice,care-harm,It is caring,making people feel special.,1.0,legal,2
confessions,4.0,morality-ethics|description,care-harm,it's unacceptable,"making people think you have thrown blood on them, regardless of whether it is fake or not.",-1.0,legal,0
rocstories,4.0,morality-ethics|social-norms,care-harm,Is rude,making people waste their time,-2.0,legal,0
rocstories,4.0,advice,care-harm,it's okay,making reminders so you don't forget to take a pill.,0.0,legal,1
amitheasshole,4.0,morality-ethics|social-norms,care-harm|authority-subversion,You shouldn't,making rude comments about your coworkers.,-2.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm|sanctity-degradation,It's not okay,making rude gestures in public.,-2.0,legal,0
rocstories,4.0,morality-ethics,care-harm,You're expected,making sacrifices for your baby.,0.0,legal,1
confessions,4.0,advice,care-harm,should,making some changes in your life when you hate everything about yourself,0.0,legal,1
rocstories,4.0,advice,care-harm,it's wrong,making someone believe something that's not true.,-1.0,tolerated,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It is rude,making someone feel dumb about what they don't know.,-1.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It's bad,making someone feel uncomfortable.,-1.0,legal,0
rocstories,4.0,morality-ethics,care-harm,It's not okay,making someone feel worthless.,-1.0,legal,0
rocstories,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,It's not okay,making someone have to wait for you,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm,it's wrong,making someone leave their own party.,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm,It's wrong,making someone uncomfortable,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm,It's rude,making something battle to the death.,-2.0,illegal,0
dearabby,4.0,social-norms,care-harm,It's ok,making something homemade as a gift.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm,it's encouraged,making sure children have adequate supervision.,0.0,legal,1
rocstories,4.0,social-norms|advice,care-harm,its expected,making sure food you serve to others is safe to eat.,0.0,legal,1
rocstories,4.0,morality-ethics|social-norms,care-harm,it's smart,making sure pet enclosures are adequate.,0.0,legal,1
rocstories,4.0,advice,care-harm,It is good,making sure someone is ok if they are scared.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,Expected,making sure someone is ok if they say they are suicidal.,0.0,legal,1
rocstories,4.0,morality-ethics,care-harm,It's considerate,making sure someone is safe.,1.0,legal,2
amitheasshole,4.0,morality-ethics|social-norms,care-harm,it's good,making sure that order is maintained in public.,1.0,tolerated,2
rocstories,4.0,morality-ethics,care-harm,it's important,making sure the pet will be well taken care of before giving a pet as a gift,1.0,legal,2
rocstories,4.0,social-norms,care-harm,parents are expected,making sure their kids eat healthy.,1.0,legal,2
rocstories,4.0,advice|description,care-harm,it's good,making sure you are responsible enough to take care of a pet before you get one.,1.0,legal,2
rocstories,4.0,advice,care-harm,You should,making sure you bring tent poles so you can set up a tent at camp.,0.0,legal,1
dearabby,4.0,morality-ethics|advice,care-harm,it is good,making sure you can support a child before having one,0.0,legal,1
confessions,4.0,morality-ethics,care-harm,should,making sure you're a good parent to your child.,2.0,legal,2
confessions,4.0,morality-ethics,care-harm,it's good,making sure your kid is not doing things they shouldn't do as a teenager.,1.0,legal,2
amitheasshole,4.0,advice,care-harm,should,making sure your kids aren't doing dangerous things in their spare time.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm|authority-subversion,expected,making sure your kids behave.,0.0,legal,1
rocstories,4.0,advice,care-harm,should,making sure your kids have the best education,0.0,legal,1
rocstories,4.0,morality-ethics,care-harm,You should,making sure your partner is safe.,0.0,legal,1
dearabby,4.0,social-norms,care-harm,It's not okay,making the people you work with uncomfortable.,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm,Partners are expected to,making time for each other.,0.0,legal,1
dearabby,4.0,morality-ethics,care-harm,It’s encouraged,making time for your kids outside of work and school,0.0,legal,1
confessions,4.0,advice,care-harm,You should,making time for yourself.,1.0,legal,2
confessions,4.0,morality-ethics|advice,care-harm,It's wrong,making too much noise if it annoys others.,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm,It is bad,making unwanted advances on others,-2.0,tolerated,0
amitheasshole,4.0,morality-ethics,care-harm,it's good,making up with your friends.,1.0,legal,2
rocstories,4.0,advice,care-harm|authority-subversion,bad,making your children feel scared of you.,-1.0,tolerated,0
amitheasshole,4.0,morality-ethics|advice,care-harm|authority-subversion,you shouldn't,making your children feel stupid.,-1.0,legal,0
rocstories,4.0,social-norms|advice,care-harm,it's good,making your hair look nice for people.,1.0,legal,2
confessions,4.0,advice,care-harm,It's good,making your life easier.,1.0,legal,2
rocstories,4.0,advice,care-harm|fairness-cheating,should,making your own dreams come true.,0.0,legal,1
confessions,4.0,social-norms|advice,care-harm,expected,making your own way instead of waiting for someone to come and save you.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,It is wrong,making your partner feel insecure about a relationship.,-1.0,legal,0
dearabby,4.0,morality-ethics,care-harm|loyalty-betrayal,it is wrong,making your partner feel insecure with your relationship,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,You shouldn't,making your partner feel stupid.,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm|loyalty-betrayal,it is wrong,making your significant other feel bad,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,it's bad,making your significant other feel uncomfortable.,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm,you should not,making yourself feel better by hurting other people,-2.0,tolerated,0
confessions,4.0,advice,care-harm,shouldn't,making yourself sad on purpose.,-1.0,legal,0
rocstories,4.0,morality-ethics,care-harm|loyalty-betrayal,it's bad,manipulating a friend to abandon a relationship because of your petty jealousy.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,it's wrong,manipulating a friend.,-2.0,legal,0
rocstories,4.0,advice,care-harm,It's allowed,marking your property in the event it gets separated from you,0.0,legal,1
dearabby,4.0,advice,care-harm,it's good,marrying one that you love.,1.0,legal,2
confessions,4.0,advice,care-harm|loyalty-betrayal,it is not good,marrying someone you don't trust,-1.0,legal,0
amitheasshole,4.0,description,care-harm,it's fine,marrying someone you love.,0.0,legal,1
rocstories,4.0,social-norms|advice,care-harm|loyalty-betrayal,it's good,meeting up with your girlfriend.,1.0,legal,2
rocstories,4.0,social-norms,care-harm|sanctity-degradation,it is wrong,messing up something and running from it,-1.0,tolerated,0
amitheasshole,4.0,morality-ethics,care-harm,bad,messing with someone else's food.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,wrong,misleading others intentionally,-1.0,legal,0
dearabby,4.0,description,care-harm|loyalty-betrayal,It is reasonable,missing people from your past who at one time made you very happy.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm|authority-subversion,It is wrong,mistreating animals.,-1.0,illegal,0
confessions,4.0,morality-ethics|social-norms,care-harm,It's wrong,mistreating your kids to the point that someone calls the police,-2.0,tolerated,0
confessions,4.0,morality-ethics,care-harm,people shouldn't,misuing social networks for nefarious purposes.,-1.0,tolerated,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It's rude,mocking others.,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm|loyalty-betrayal,always wrong,molesting a child,-2.0,illegal,0
confessions,4.0,morality-ethics,care-harm,You shouldn't,molesting kids.,-2.0,illegal,0
confessions,4.0,morality-ethics,care-harm|authority-subversion|sanctity-degradation,it's wrong,molesting people.,-2.0,illegal,0
confessions,4.0,morality-ethics,care-harm|sanctity-degradation,It's bad,molesting someone,-2.0,illegal,0
confessions,4.0,morality-ethics|social-norms,care-harm|sanctity-degradation,shouldn't,molesting your cousins,-2.0,illegal,0
confessions,4.0,morality-ethics,care-harm,shouldn't,molesting your grandchildren.,-2.0,illegal,0
dearabby,4.0,advice,care-harm,should,moving if you do not like where you're living,0.0,legal,1
dearabby,4.0,advice,care-harm,It's good,moving on after you've broken up with someone.,1.0,legal,2
dearabby,4.0,advice,care-harm,should,moving on after your marriage ends.,0.0,legal,1
confessions,4.0,advice,care-harm,It is good,moving on from a dream and put it behind you if it was bad.,0.0,legal,1
confessions,4.0,advice,care-harm|loyalty-betrayal,it's good,moving on from an ex after a break up.,1.0,legal,2
confessions,4.0,advice,care-harm,People should,moving on from breakups.,1.0,legal,2
confessions,4.0,morality-ethics|social-norms,care-harm,It's important,moving on from someone after 3 years.,0.0,legal,1
amitheasshole,4.0,description,care-harm|fairness-cheating,It is good,moving to another table if someone is annoying you.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,it's hurtful,moving when someone sits next to you who you find disgusting.,-2.0,legal,0
confessions,4.0,morality-ethics,care-harm,It's wrong,murdering others.,-2.0,illegal,0
